

Software Version	3.10.06



Experiment File Path:	C:\Users\Public\Documents\Experiments\MN.08.04_Theo_LacZ.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\DMB_CPRG_4Hr.prt



Plate Number	Plate 1
Date	1/12/2026
Time	11:11:22 AM
Reader Type:	Synergy H1
Reader Serial Number:	271813
Reading Type	Reader

Procedure Details

Plate Type	384 WELL PLATE
Well Selection	Runtime
Eject plate on completion	
Set Temperature	Setpoint 37°C
	Preheat before moving to next step
Start Kinetic	Runtime 4:00:00 (HH:MM:SS), Interval 0:00:30, 481 Reads
    Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  570
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
End Kinetic	
Set Temperature	Incubator off

Layout
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
A	SPL1	SPL17	SPL33	SPL49	SPL65	SPL81	SPL97	SPL113	SPL129	SPL145	SPL161	SPL177	SPL193	SPL209	SPL225	SPL241	SPL257	SPL273	SPL289	SPL305	SPL321	SPL337	SPL353	SPL369	Well ID
B	SPL2	SPL18	SPL34	SPL50	SPL66	SPL82	SPL98	SPL114	SPL130	SPL146	SPL162	SPL178	SPL194	SPL210	SPL226	SPL242	SPL258	SPL274	SPL290	SPL306	SPL322	SPL338	SPL354	SPL370	Well ID
C	SPL3	SPL19	SPL35	SPL51	SPL67	SPL83	SPL99	SPL115	SPL131	SPL147	SPL163	SPL179	SPL195	SPL211	SPL227	SPL243	SPL259	SPL275	SPL291	SPL307	SPL323	SPL339	SPL355	SPL371	Well ID
D	SPL4	SPL20	SPL36	SPL52	SPL68	SPL84	SPL100	SPL116	SPL132	SPL148	SPL164	SPL180	SPL196	SPL212	SPL228	SPL244	SPL260	SPL276	SPL292	SPL308	SPL324	SPL340	SPL356	SPL372	Well ID
E	SPL5	SPL21	SPL37	SPL53	SPL69	SPL85	SPL101	SPL117	SPL133	SPL149	SPL165	SPL181	SPL197	SPL213	SPL229	SPL245	SPL261	SPL277	SPL293	SPL309	SPL325	SPL341	SPL357	SPL373	Well ID
F	SPL6	SPL22	SPL38	SPL54	SPL70	SPL86	SPL102	SPL118	SPL134	SPL150	SPL166	SPL182	SPL198	SPL214	SPL230	SPL246	SPL262	SPL278	SPL294	SPL310	SPL326	SPL342	SPL358	SPL374	Well ID
G	SPL7	SPL23	SPL39	SPL55	SPL71	SPL87	SPL103	SPL119	SPL135	SPL151	SPL167	SPL183	SPL199	SPL215	SPL231	SPL247	SPL263	SPL279	SPL295	SPL311	SPL327	SPL343	SPL359	SPL375	Well ID
H	SPL8	SPL24	SPL40	SPL56	SPL72	SPL88	SPL104	SPL120	SPL136	SPL152	SPL168	SPL184	SPL200	SPL216	SPL232	SPL248	SPL264	SPL280	SPL296	SPL312	SPL328	SPL344	SPL360	SPL376	Well ID
I	SPL9	SPL25	SPL41	SPL57	SPL73	SPL89	SPL105	SPL121	SPL137	SPL153	SPL169	SPL185	SPL201	SPL217	SPL233	SPL249	SPL265	SPL281	SPL297	SPL313	SPL329	SPL345	SPL361	SPL377	Well ID
J	SPL10	SPL26	SPL42	SPL58	SPL74	SPL90	SPL106	SPL122	SPL138	SPL154	SPL170	SPL186	SPL202	SPL218	SPL234	SPL250	SPL266	SPL282	SPL298	SPL314	SPL330	SPL346	SPL362	SPL378	Well ID
K	SPL11	SPL27	SPL43	SPL59	SPL75	SPL91	SPL107	SPL123	SPL139	SPL155	SPL171	SPL187	SPL203	SPL219	SPL235	SPL251	SPL267	SPL283	SPL299	SPL315	SPL331	SPL347	SPL363	SPL379	Well ID
L	SPL12	SPL28	SPL44	SPL60	SPL76	SPL92	SPL108	SPL124	SPL140	SPL156	SPL172	SPL188	SPL204	SPL220	SPL236	SPL252	SPL268	SPL284	SPL300	SPL316	SPL332	SPL348	SPL364	SPL380	Well ID
M	SPL13	SPL29	SPL45	SPL61	SPL77	SPL93	SPL109	SPL125	SPL141	SPL157	SPL173	SPL189	SPL205	SPL221	SPL237	SPL253	SPL269	SPL285	SPL301	SPL317	SPL333	SPL349	SPL365	SPL381	Well ID
N	SPL14	SPL30	SPL46	SPL62	SPL78	SPL94	SPL110	SPL126	SPL142	SPL158	SPL174	SPL190	SPL206	SPL222	SPL238	SPL254	SPL270	SPL286	SPL302	SPL318	SPL334	SPL350	SPL366	SPL382	Well ID
O	SPL15	SPL31	SPL47	SPL63	SPL79	SPL95	SPL111	SPL127	SPL143	SPL159	SPL175	SPL191	SPL207	SPL223	SPL239	SPL255	SPL271	SPL287	SPL303	SPL319	SPL335	SPL351	SPL367	SPL383	Well ID
P	SPL16	SPL32	SPL48	SPL64	SPL80	SPL96	SPL112	SPL128	SPL144	SPL160	SPL176	SPL192	SPL208	SPL224	SPL240	SPL256	SPL272	SPL288	SPL304	SPL320	SPL336	SPL352	SPL368	SPL384	Well ID

570

Time	T° 570	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B20	B21	B22	B23	B24	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	D13	D14	D15	D16	D17	D18	D19	D20	D21	D22	D23	D24	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	E13	E14	E15	E16	E17	E18	E19	E20	E21	E22	E23	E24	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22	F23	F24	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12	H13	H14	H15	H16	H17	H18	H19	H20	H21	H22	H23	H24	I1	I2	I3	I4	I5	I6	I7	I8	I9	I10	I11	I12	I13	I14	I15	I16	I17	I18	I19	I20	I21	I22	I23	I24	J1	J2	J3	J4	J5	J6	J7	J8	J9	J10	J11	J12	J13	J14	J15	J16	J17	J18	J19	J20	J21	J22	J23	J24	K1	K2	K3	K4	K5	K6	K7	K8	K9	K10	K11	K12	K13	K14	K15	K16	K17	K18	K19	K20	K21	K22	K23	K24	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	L11	L12	L13	L14	L15	L16	L17	L18	L19	L20	L21	L22	L23	L24	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	N18	N19	N20	N21	N22	N23	N24	O1	O2	O3	O4	O5	O6	O7	O8	O9	O10	O11	O12	O13	O14	O15	O16	O17	O18	O19	O20	O21	O22	O23	O24	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24
2:05:00	37.0																										1.547	2.508																																																																																																																																																																																																																																																																																																																																																																					
2:05:30	37.0																										1.555	2.515																																																																																																																																																																																																																																																																																																																																																																					
2:06:00	37.0																										1.563	2.529																																																																																																																																																																																																																																																																																																																																																																					
2:06:30	37.0																										1.569	2.538																																																																																																																																																																																																																																																																																																																																																																					
2:07:00	37.0																										1.576	2.550																																																																																																																																																																																																																																																																																																																																																																					
2:07:30	37.0																										1.583	2.559																																																																																																																																																																																																																																																																																																																																																																					
2:08:00	37.0																										1.591	2.571																																																																																																																																																																																																																																																																																																																																																																					
2:08:30	37.0																										1.598	2.579																																																																																																																																																																																																																																																																																																																																																																					
2:09:00	37.0																										1.607	2.589																																																																																																																																																																																																																																																																																																																																																																					
2:09:30	37.0																										1.615	2.599																																																																																																																																																																																																																																																																																																																																																																					
2:10:00	37.0																										1.621	2.611																																																																																																																																																																																																																																																																																																																																																																					
2:10:30	37.0																										1.629	2.621																																																																																																																																																																																																																																																																																																																																																																					
2:11:00	37.0																										1.635	2.631																																																																																																																																																																																																																																																																																																																																																																					
2:11:30	37.0																										1.642	2.641																																																																																																																																																																																																																																																																																																																																																																					
2:12:00	37.0																										1.649	2.651																																																																																																																																																																																																																																																																																																																																																																					
2:12:30	37.0																										1.655	2.661																																																																																																																																																																																																																																																																																																																																																																					
2:13:00	37.0																										1.663	2.671																																																																																																																																																																																																																																																																																																																																																																					
2:13:30	37.0																										1.669	2.680																																																																																																																																																																																																																																																																																																																																																																					
2:14:00	37.0																										1.677	2.692																																																																																																																																																																																																																																																																																																																																																																					
2:14:30	37.0																										1.683	2.703																																																																																																																																																																																																																																																																																																																																																																					
2:15:00	37.0																										1.690	2.709																																																																																																																																																																																																																																																																																																																																																																					
2:15:30	37.0																										1.696	2.720																																																																																																																																																																																																																																																																																																																																																																					
2:16:00	37.0																										1.703	2.728																																																																																																																																																																																																																																																																																																																																																																					
2:16:30	37.0																										1.710	2.739																																																																																																																																																																																																																																																																																																																																																																					
2:17:00	37.0																										1.716	2.748																																																																																																																																																																																																																																																																																																																																																																					
2:17:30	37.0																										1.724	2.756																																																																																																																																																																																																																																																																																																																																																																					
2:18:00	37.0																										1.729	2.765																																																																																																																																																																																																																																																																																																																																																																					
2:18:30	37.0																										1.737	2.775																																																																																																																																																																																																																																																																																																																																																																					
2:19:00	37.0																										1.744	2.785																																																																																																																																																																																																																																																																																																																																																																					
2:19:30	37.0																										1.750	2.793																																																																																																																																																																																																																																																																																																																																																																					
2:20:00	37.0																										1.757	2.798																																																																																																																																																																																																																																																																																																																																																																					
2:20:30	37.0																										1.764	2.812																																																																																																																																																																																																																																																																																																																																																																					
2:21:00	37.1																										1.770	2.819																																																																																																																																																																																																																																																																																																																																																																					
2:21:30	37.0																										1.777	2.827																																																																																																																																																																																																																																																																																																																																																																					
2:22:00	37.0																										1.784	2.837																																																																																																																																																																																																																																																																																																																																																																					
2:22:30	37.0																										1.791	2.848																																																																																																																																																																																																																																																																																																																																																																					
2:23:00	37.0																										1.797	2.855																																																																																																																																																																																																																																																																																																																																																																					
2:23:30	37.0																										1.804	2.861																																																																																																																																																																																																																																																																																																																																																																					
2:24:00	37.0																										1.811	2.868																																																																																																																																																																																																																																																																																																																																																																					
2:24:30	37.1																										1.817	2.877																																																																																																																																																																																																																																																																																																																																																																					
2:25:00	37.0																										1.825	2.888																																																																																																																																																																																																																																																																																																																																																																					
2:25:30	37.0																										1.831	2.896																																																																																																																																																																																																																																																																																																																																																																					
2:26:00	37.0																										1.836	2.905																																																																																																																																																																																																																																																																																																																																																																					
2:26:30	37.0																										1.843	2.909																																																																																																																																																																																																																																																																																																																																																																					
2:27:00	37.0																										1.848	2.922																																																																																																																																																																																																																																																																																																																																																																					
2:27:30	37.0																										1.852	2.930																																																																																																																																																																																																																																																																																																																																																																					
2:28:00	37.0																										1.858	2.940																																																																																																																																																																																																																																																																																																																																																																					
2:28:30	37.0																										1.864	2.943																																																																																																																																																																																																																																																																																																																																																																					
2:29:00	37.0																										1.870	2.952																																																																																																																																																																																																																																																																																																																																																																					
2:29:30	37.0																										1.875	2.962																																																																																																																																																																																																																																																																																																																																																																					
2:30:00	37.0																										1.882	2.973																																																																																																																																																																																																																																																																																																																																																																					
2:30:30	37.0																										1.887	2.973																																																																																																																																																																																																																																																																																																																																																																					
2:31:00	37.0																										1.894	2.983																																																																																																																																																																																																																																																																																																																																																																					
2:31:30	37.0																										1.899	2.992																																																																																																																																																																																																																																																																																																																																																																					
2:32:00	37.0																										1.906	2.999																																																																																																																																																																																																																																																																																																																																																																					
2:32:30	36.9																										1.912	3.005																																																																																																																																																																																																																																																																																																																																																																					
2:33:00	37.0																										1.918	3.017																																																																																																																																																																																																																																																																																																																																																																					
2:33:30	37.0																										1.924	3.015																																																																																																																																																																																																																																																																																																																																																																					
2:34:00	37.0																										1.930	3.025																																																																																																																																																																																																																																																																																																																																																																					
2:34:30	37.0																										1.936	3.032																																																																																																																																																																																																																																																																																																																																																																					
2:35:00	37.0																										1.942	3.046																																																																																																																																																																																																																																																																																																																																																																					
2:35:30	37.0																										1.948	3.045																																																																																																																																																																																																																																																																																																																																																																					
2:36:00	37.0																										1.954	3.052																																																																																																																																																																																																																																																																																																																																																																					
2:36:30	37.0																										1.960	3.060																																																																																																																																																																																																																																																																																																																																																																					
2:37:00	37.0																										1.965	3.069																																																																																																																																																																																																																																																																																																																																																																					
2:37:30	37.0																										1.969	3.079																																																																																																																																																																																																																																																																																																																																																																					
2:38:00	37.0																										1.976	3.087																																																																																																																																																																																																																																																																																																																																																																					
2:38:30	37.0																										1.979	3.085																																																																																																																																																																																																																																																																																																																																																																					
2:39:00	37.0																										1.986	3.093																																																																																																																																																																																																																																																																																																																																																																					
2:39:30	37.0																										1.989	3.106																																																																																																																																																																																																																																																																																																																																																																					
2:40:00	37.0																										1.996	3.105																																																																																																																																																																																																																																																																																																																																																																					
2:40:30	37.0																										2.001	3.114																																																																																																																																																																																																																																																																																																																																																																					
2:41:00	37.0																										2.006	3.115																																																																																																																																																																																																																																																																																																																																																																					
2:41:30	37.0																										2.011	3.131																																																																																																																																																																																																																																																																																																																																																																					
2:42:00	37.0																										2.017	3.131																																																																																																																																																																																																																																																																																																																																																																					
2:42:30	37.0																										2.022	3.142																																																																																																																																																																																																																																																																																																																																																																					
2:43:00	37.0																										2.026	3.150																																																																																																																																																																																																																																																																																																																																																																					
2:43:30	37.0																										2.031	3.147																																																																																																																																																																																																																																																																																																																																																																					
2:44:00	37.0																										2.036	3.165																																																																																																																																																																																																																																																																																																																																																																					
2:44:30	37.0																										2.042	3.164																																																																																																																																																																																																																																																																																																																																																																					
2:45:00	37.0																										2.046	3.170																																																																																																																																																																																																																																																																																																																																																																					
2:45:30	37.0																										2.052	3.182																																																																																																																																																																																																																																																																																																																																																																					
2:46:00	37.0																										2.056	3.187																																																																																																																																																																																																																																																																																																																																																																					
2:46:30	37.0																										2.062	3.191																																																																																																																																																																																																																																																																																																																																																																					
2:47:00	37.0																										2.066	3.194																																																																																																																																																																																																																																																																																																																																																																					
2:47:30	37.0																										2.072	3.198																																																																																																																																																																																																																																																																																																																																																																					
2:48:00	37.0																										2.077	3.206																																																																																																																																																																																																																																																																																																																																																																					
2:48:30	37.0																										2.082	3.217																																																																																																																																																																																																																																																																																																																																																																					
2:49:00	37.0																										2.087	3.207																																																																																																																																																																																																																																																																																																																																																																					
2:49:30	37.0																										2.092	3.230																																																																																																																																																																																																																																																																																																																																																																					
2:50:00	37.0																										2.096	3.224																																																																																																																																																																																																																																																																																																																																																																					
2:50:30	37.0																										2.102	3.240																																																																																																																																																																																																																																																																																																																																																																					
2:51:00	37.0																										2.106	3.245																																																																																																																																																																																																																																																																																																																																																																					
2:51:30	37.0																										2.111	3.244																																																																																																																																																																																																																																																																																																																																																																					
2:52:00	37.0																										2.115	3.257																																																																																																																																																																																																																																																																																																																																																																					
2:52:30	37.0																										2.120	3.265																																																																																																																																																																																																																																																																																																																																																																					
2:53:00	37.0																										2.126	3.263																																																																																																																																																																																																																																																																																																																																																																					
2:53:30	37.0																										2.130	3.268																																																																																																																																																																																																																																																																																																																																																																					
2:54:00	37.0																										2.135	3.273																																																																																																																																																																																																																																																																																																																																																																					
2:54:30	37.0																										2.140	3.286																																																																																																																																																																																																																																																																																																																																																																					
2:55:00	37.0																										2.144	3.288																																																																																																																																																																																																																																																																																																																																																																					
2:55:30	37.0																										2.149	3.295																																																																																																																																																																																																																																																																																																																																																																					
2:56:00	37.0																										2.154	3.291																																																																																																																																																																																																																																																																																																																																																																					
2:56:30	37.0																										2.159	3.302																																																																																																																																																																																																																																																																																																																																																																					
2:57:00	36.9																										2.163	3.304																																																																																																																																																																																																																																																																																																																																																																					
2:57:30	37.0																										2.168	3.304																																																																																																																																																																																																																																																																																																																																																																					
2:58:00	37.0																										2.172	3.324																																																																																																																																																																																																																																																																																																																																																																					
2:58:30	37.0																										2.176	3.321																																																																																																																																																																																																																																																																																																																																																																					
2:59:00	37.0																										2.183	3.321																																																																																																																																																																																																																																																																																																																																																																					
2:59:30	37.0																										2.185	3.333																																																																																																																																																																																																																																																																																																																																																																					
3:00:00	37.0																										2.191	3.344																																																																																																																																																																																																																																																																																																																																																																					
