ID,Note,failure,fit_param_0,fit_param_1,fit_param_2,fit_param_3,fit_param_4,DNA,PEG4K 40%,RNAse inhibitor,NEB,Pmix,Ribosome,Magnesium acetate,Creatine phosphate,PPK,PolyP,Read_GFP-F-G35,Read_GFP-Gext,Read_GFP-M-G100,Product_plamGFP
PPK_20250613_M4_GFP-M-G100,,0.0,0.028614492,4.348313217,1.004829894,0.000350905,4.23388062,5.725714286,2.0,0.0,1.0,15.0,1.8,18.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250613_M7_GFP-M-G100,,0.0,0.027551126,4.398715712,0.938849443,0.000475814,4.236140069,5.725714286,2.0,0.0,1.0,15.0,1.8,18.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250613_O1_GFP-M-G100,,0.0,0.025876058,4.452371718,1.088010232,0.000185589,4.238815705,5.725714286,2.0,0.0,1.0,15.0,1.8,20.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250613_O4_GFP-M-G100,,0.0,0.024158119,4.507690714,1.088007365,0.000143445,4.241115529,5.725714286,2.0,0.0,1.0,15.0,1.8,20.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250613_O7_GFP-M-G100,,0.0,0.02270797,4.544701311,0.973642289,0.000383354,4.243020617,5.725714286,2.0,0.0,1.0,15.0,1.8,20.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250616_A1_GFP-Gext,,0.0,0.057207718,2.78803884,1.431383881,0.000383001,3.940843597,5.725714286,2.0,0.0,1.0,15.0,1.8,8.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0
PPK_20250616_A4_GFP-Gext,,0.0,0.060267106,2.781648007,1.431384876,0.000405199,3.941432887,5.725714286,2.0,0.0,1.0,15.0,1.8,8.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0
PPK_20250616_A7_GFP-Gext,,0.0,0.054736924,2.767596916,1.348096556,0.000572689,3.942728555,5.725714286,2.0,0.0,1.0,15.0,1.8,8.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0
PPK_20250616_E1_GFP-Gext,,0.0,0.013130411,3.024812066,1.014780308,0.000200162,3.917797819,5.725714286,2.0,0.0,1.0,15.0,1.8,18.0,0.0,2.0,30.0,0.0,1.0,0.0,1.0
PPK_20250616_E4_GFP-Gext,,0.0,0.012997801,2.983896526,1.098095647,0.000178993,3.92188859,5.725714286,2.0,0.0,1.0,15.0,1.8,18.0,0.0,2.0,30.0,0.0,1.0,0.0,1.0
PPK_20250616_E7_GFP-Gext,,0.0,0.012634496,3.007663858,1.098095375,0.000178353,3.919534871,5.725714286,2.0,0.0,1.0,15.0,1.8,18.0,0.0,2.0,30.0,0.0,1.0,0.0,1.0
PPK_20250616_G1_GFP-Gext,,0.0,0.117034697,2.235698388,1.598023914,0.000419718,3.986394177,5.725714286,2.0,0.0,1.0,15.0,1.8,18.0,20.0,2.0,30.0,0.0,1.0,0.0,1.0
PPK_20250616_G4_GFP-Gext,,0.0,0.114907065,2.541159209,1.551377401,0.000663852,3.997202512,5.725714286,2.0,0.0,1.0,15.0,1.8,18.0,20.0,2.0,30.0,0.0,1.0,0.0,1.0
PPK_20250616_G7_GFP-Gext,,0.0,0.112343501,2.591821904,1.538104238,0.000566232,4.008836039,5.725714286,2.0,0.0,1.0,15.0,1.8,18.0,20.0,2.0,30.0,0.0,1.0,0.0,1.0
GES-1,,4.695102973073517e-08,0.08110888302326202,4.133235931396484,0.7294366359710693,0.00044326751958578825,4.198591709136963,5.725714206803435,1.3094663131596462e-08,4.9999998879548855,6.547331565798231e-09,14.99999999915227,1.7999999507258555,19.999999639807925,20.000000260908564,2.0000000448228263,11.106879277851569,-5.907338618271751e-09,1.0000000123943877,-5.907338618271751e-09,9.087479213576444e-09
GES-2,,1.5303643907671471e-09,0.07114402204751968,4.279208660125732,0.557852029800415,0.0004410296678543091,4.222587585449219,5.725714206803435,1.3094663131596462e-08,4.9999998879548855,6.547331565798231e-09,16.24999996373714,2.532077372201866,19.999999639807925,20.000000260908564,2.0000000448228263,-8.255460670625325e-08,-5.907338618271751e-09,1.0000000123943877,-5.907338618271751e-09,9.087479213576444e-09
GES-3,,1.5425525301537846e-09,0.06834610551595688,4.433892250061035,0.5083198547363281,0.0004580652457661927,4.243268966674805,6.249999993475061,1.3094663131596462e-08,4.9999998879548855,6.547331565798231e-09,14.99999999915227,3.23999995794766,19.999999639807925,20.000000260908564,2.0000000448228263,-8.255460670625325e-08,-5.907338618271751e-09,1.0000000123943877,-5.907338618271751e-09,9.087479213576444e-09
GES-4,,0.005298287142068148,0.051210422068834305,3.535916805267334,1.48062264919281,0.00032928353175520897,4.150866508483887,5.725714206803435,1.3094663131596462e-08,4.9999998879548855,6.547331565798231e-09,14.99999999915227,1.7999999507258555,6.000000041973465,1.416192390024662e-07,1.0629014946862267,5.394801616998247,-5.907338618271751e-09,1.0000000123943877,-5.907338618271751e-09,9.087479213576444e-09
GES-5,,0.006355802528560162,0.02319483831524849,3.554229259490967,2.006377696990967,-5.018519004806876e-05,4.161940574645996,5.782148518564131,1.3094663131596462e-08,4.9999998879548855,6.547331565798231e-09,14.99999999915227,3.2191025365702615,7.439993345576841,1.416192390024662e-07,2.0000000448228263,30.000000149711013,-5.907338618271751e-09,1.0000000123943877,-5.907338618271751e-09,9.087479213576444e-09
GES-6,,4.058385457028635e-05,0.05521707981824875,3.4728612899780273,1.3918955326080322,0.00033045056625269353,4.165684223175049,5.725714206803435,1.3094663131596462e-08,4.9999998879548855,6.547331565798231e-09,16.24999996373714,2.802057070206531,6.000000041973465,20.000000260908564,2.0000000448228263,-8.255460670625325e-08,-5.907338618271751e-09,1.0000000123943877,-5.907338618271751e-09,9.087479213576444e-09
GES-7,,5.8718680520541966e-05,0.05262384191155434,3.759223461151123,1.0874254703521729,0.0004552312020678073,4.173501014709473,6.052076722009728,1.3094663131596462e-08,4.9999998879548855,6.547331565798231e-09,15.495852460903219,2.314320089211081,10.657120556738569,1.416192390024662e-07,2.0000000448228263,-8.255460670625325e-08,-5.907338618271751e-09,1.0000000123943877,-5.907338618271751e-09,9.087479213576444e-09
GES-8,,0.012602494098246098,0.05081290006637573,3.6903181076049805,1.7187609672546387,0.00024321995442733169,4.183445453643799,5.725714206803435,1.3094663131596462e-08,4.9999998879548855,6.547331565798231e-09,14.99999999915227,2.208692481903953,6.201142876260875,20.000000260908564,0.031082930472830728,28.89282175461119,-5.907338618271751e-09,1.0000000123943877,-5.907338618271751e-09,9.087479213576444e-09
GES-9,,0.0169993843883276,0.03154873102903366,3.475904941558838,1.9872419834136963,0.000261303735896945,4.155824661254883,6.249999993475061,1.3094663131596462e-08,4.9999998879548855,6.547331565798231e-09,14.99999999915227,1.9073865218207315,6.000000041973465,2.3299921805912245,-1.76583760946869e-08,30.000000149711013,-5.907338618271751e-09,1.0000000123943877,-5.907338618271751e-09,9.087479213576444e-09
GES-10,,0.0035705158952623606,0.050425730645656586,3.3978359699249268,1.6761066913604736,0.00034964614314958453,4.151668548583984,5.9223185892671575,1.3094663131596462e-08,4.9999998879548855,6.547331565798231e-09,15.672404766429452,1.7999999507258555,6.000000041973465,10.257946725147733,2.0000000448228263,9.702762746382493,-5.907338618271751e-09,1.0000000123943877,-5.907338618271751e-09,9.087479213576444e-09
