Time,Temperature,Well,Data,Row,Column,Read,Plate,Clock Time,Reader,Experiment,Name,Type,[DNA] (nM),[PEG4K 40%] (%),[RNAse Inhib] (U/mL),[PMix] (mg/mL),[Ribosome] (uM),Rxn Volume (uL),[Magnesium acetate] (mM),[Creatine phosphate] (mM),[Potassium glutamate] (mM),[HEPES] (mM),[PPK] (uM),[PolyP] (mM),[ATP] (mM),[GTP] (mM),[CTP] (mM),[UTP] (mM),[TCEP] (mM),[Folinic acid] (mM),[Spermidine] (mM),[Amino acid mix] (mM),[tRNA] (ug/uL),IsNEB,Product,HasMgAR953,Date,Gain,Read Type,Read_new,data_normalized
0 days 05:55:23,37.0,G13,347,G,13,GFP-M-Gext,1,2026-03-09 18:26:39,Cytation5,20260309-round1,8,Sample,1.00000002,0.0,2000.000003,1.555191326,1.799999951,10,17.469,100.0,175.0,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,3.651490233048984e-05
0 days 06:00:23,37.1,G13,350,G,13,GFP-M-Gext,1,2026-03-09 18:31:39,Cytation5,20260309-round1,8,Sample,1.00000002,0.0,2000.000003,1.555191326,1.799999951,10,17.469,100.0,175.0,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,3.6830593128736154e-05
0 days 00:00:23,28.9,G14,293,G,14,GFP-M-Gext,1,2026-03-09 12:31:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,3.0832467962056264e-05
0 days 00:05:23,34.5,G14,317,G,14,GFP-M-Gext,1,2026-03-09 12:36:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,3.335799434802674e-05
0 days 00:10:23,37.0,G14,332,G,14,GFP-M-Gext,1,2026-03-09 12:41:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,3.493644833925829e-05
0 days 00:15:23,37.0,G14,482,G,14,GFP-M-Gext,1,2026-03-09 12:46:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,5.0720988251573784e-05
0 days 00:20:23,37.0,G14,901,G,14,GFP-M-Gext,1,2026-03-09 12:51:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,9.481246973997507e-05
0 days 00:25:23,37.0,G14,1555,G,14,GFP-M-Gext,1,2026-03-09 12:56:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0001636330637576706
0 days 00:30:23,37.0,G14,2219,G,14,GFP-M-Gext,1,2026-03-09 13:01:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.00023350596043618719
0 days 00:35:23,37.0,G14,2788,G,14,GFP-M-Gext,1,2026-03-09 13:06:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.000293381981836904
0 days 00:40:23,37.0,G14,3363,G,14,GFP-M-Gext,1,2026-03-09 13:11:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.00035388938483411333
0 days 00:45:23,37.1,G14,3990,G,14,GFP-M-Gext,1,2026-03-09 13:16:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0004198687616675921
0 days 00:50:23,37.0,G14,4596,G,14,GFP-M-Gext,1,2026-03-09 13:21:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0004836383029133467
0 days 00:55:23,37.0,G14,5119,G,14,GFP-M-Gext,1,2026-03-09 13:26:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0005386737320742868
0 days 01:00:23,37.0,G14,5602,G,14,GFP-M-Gext,1,2026-03-09 13:31:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0005894999505919426
0 days 01:05:23,37.0,G14,6113,G,14,GFP-M-Gext,1,2026-03-09 13:36:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0006432726165598974
0 days 01:10:23,37.0,G14,6620,G,14,GFP-M-Gext,1,2026-03-09 13:41:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0006966243614635238
0 days 01:15:23,37.1,G14,7068,G,14,GFP-M-Gext,1,2026-03-09 13:46:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.000743767520668306
0 days 01:20:23,37.0,G14,7364,G,14,GFP-M-Gext,1,2026-03-09 13:51:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0007749156794286086
0 days 01:25:23,37.0,G14,7549,G,14,GFP-M-Gext,1,2026-03-09 13:56:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0007943832786537977
0 days 01:30:23,37.0,G14,7864,G,14,GFP-M-Gext,1,2026-03-09 14:01:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008275308124696603
0 days 01:35:23,37.0,G14,8000,G,14,GFP-M-Gext,1,2026-03-09 14:06:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008418421286568263
0 days 01:40:23,37.0,G14,8060,G,14,GFP-M-Gext,1,2026-03-09 14:11:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008481559446217525
0 days 01:45:23,37.0,G14,8139,G,14,GFP-M-Gext,1,2026-03-09 14:16:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008564691356422387
0 days 01:50:23,37.0,G14,8330,G,14,GFP-M-Gext,1,2026-03-09 14:21:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008765681164639204
0 days 01:55:23,37.1,G14,8325,G,14,GFP-M-Gext,1,2026-03-09 14:26:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008760419651335098
0 days 02:00:23,37.0,G14,8237,G,14,GFP-M-Gext,1,2026-03-09 14:31:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008667817017182848
0 days 02:05:23,37.0,G14,8306,G,14,GFP-M-Gext,1,2026-03-09 14:36:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008740425900779499
0 days 02:10:23,37.1,G14,8365,G,14,GFP-M-Gext,1,2026-03-09 14:41:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.000880251175776794
0 days 02:15:23,37.1,G14,8328,G,14,GFP-M-Gext,1,2026-03-09 14:46:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008763576559317562
0 days 02:20:23,37.0,G14,8317,G,14,GFP-M-Gext,1,2026-03-09 14:51:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008752001230048531
0 days 02:25:23,37.0,G14,8365,G,14,GFP-M-Gext,1,2026-03-09 14:56:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.000880251175776794
0 days 02:30:23,37.0,G14,8368,G,14,GFP-M-Gext,1,2026-03-09 15:01:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008805668665750403
0 days 02:35:23,37.0,G14,8404,G,14,GFP-M-Gext,1,2026-03-09 15:06:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008843551561539961
0 days 02:40:23,37.0,G14,8189,G,14,GFP-M-Gext,1,2026-03-09 15:11:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008617306489463438
0 days 02:45:23,37.0,G14,8311,G,14,GFP-M-Gext,1,2026-03-09 15:16:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008745687414083604
0 days 02:50:23,37.0,G14,8254,G,14,GFP-M-Gext,1,2026-03-09 15:21:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008685706162416806
0 days 02:55:23,37.0,G14,8275,G,14,GFP-M-Gext,1,2026-03-09 15:26:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008707804518294047
0 days 03:00:23,36.9,G14,8333,G,14,GFP-M-Gext,1,2026-03-09 15:31:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008768838072621667
0 days 03:05:23,37.0,G14,8296,G,14,GFP-M-Gext,1,2026-03-09 15:36:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008729902874171289
0 days 03:10:23,37.0,G14,8258,G,14,GFP-M-Gext,1,2026-03-09 15:41:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.000868991537306009
0 days 03:15:23,37.0,G14,8356,G,14,GFP-M-Gext,1,2026-03-09 15:46:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008793041033820551
0 days 03:20:23,37.0,G14,8298,G,14,GFP-M-Gext,1,2026-03-09 15:51:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008732007479492931
0 days 03:25:23,37.0,G14,8330,G,14,GFP-M-Gext,1,2026-03-09 15:56:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008765681164639204
0 days 03:30:23,37.0,G14,8263,G,14,GFP-M-Gext,1,2026-03-09 16:01:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008695176886364195
0 days 03:35:23,37.0,G14,8289,G,14,GFP-M-Gext,1,2026-03-09 16:06:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008722536755545542
0 days 03:40:23,37.1,G14,8316,G,14,GFP-M-Gext,1,2026-03-09 16:11:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008750948927387709
0 days 03:45:23,37.0,G14,8263,G,14,GFP-M-Gext,1,2026-03-09 16:16:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008695176886364195
0 days 03:50:23,37.0,G14,8344,G,14,GFP-M-Gext,1,2026-03-09 16:21:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008780413401890698
0 days 03:55:23,37.0,G14,8335,G,14,GFP-M-Gext,1,2026-03-09 16:26:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008770942677943309
0 days 04:00:23,37.0,G14,8331,G,14,GFP-M-Gext,1,2026-03-09 16:31:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008766733467300025
0 days 04:05:23,37.1,G14,8353,G,14,GFP-M-Gext,1,2026-03-09 16:36:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008789884125838087
0 days 04:10:23,37.1,G14,8319,G,14,GFP-M-Gext,1,2026-03-09 16:41:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008754105835370173
0 days 04:15:23,37.0,G14,8378,G,14,GFP-M-Gext,1,2026-03-09 16:46:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008816191692358614
0 days 04:20:23,37.0,G14,8201,G,14,GFP-M-Gext,1,2026-03-09 16:51:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.000862993412139329
0 days 04:25:23,37.0,G14,8305,G,14,GFP-M-Gext,1,2026-03-09 16:56:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008739373598118678
0 days 04:30:23,37.1,G14,8376,G,14,GFP-M-Gext,1,2026-03-09 17:01:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008814087087036972
0 days 04:35:23,37.0,G14,8219,G,14,GFP-M-Gext,1,2026-03-09 17:06:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.000864887556928807
0 days 04:40:23,37.0,G14,8455,G,14,GFP-M-Gext,1,2026-03-09 17:11:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008897218997241833
0 days 04:45:23,37.0,G14,8433,G,14,GFP-M-Gext,1,2026-03-09 17:16:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.000887406833870377
0 days 04:50:23,37.1,G14,8428,G,14,GFP-M-Gext,1,2026-03-09 17:21:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008868806825399665
0 days 04:55:23,37.1,G14,8390,G,14,GFP-M-Gext,1,2026-03-09 17:26:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008828819324288466
0 days 05:00:23,37.1,G14,8358,G,14,GFP-M-Gext,1,2026-03-09 17:31:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008795145639142193
0 days 05:05:23,37.0,G14,8371,G,14,GFP-M-Gext,1,2026-03-09 17:36:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008808825573732866
0 days 05:10:23,37.0,G14,8357,G,14,GFP-M-Gext,1,2026-03-09 17:41:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008794093336481372
0 days 05:15:23,37.0,G14,8367,G,14,GFP-M-Gext,1,2026-03-09 17:46:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008804616363089582
0 days 05:20:23,37.0,G14,8442,G,14,GFP-M-Gext,1,2026-03-09 17:51:39,Cytation5,20260309-round1,7,Sample,1.00000002,0.0,2000.000003,1.763142289,1.799999951,10,4.969,0.0,62.5,50.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.02,2.0,0.3,3.5,0.0,deGFP,1.0,2026-03-09,ext,M,GFP-M-Gext,0.0008883539062651159
