experiment_id,Plate,Well,Read,Reader,Temperature,Experiment,Name,Type,Ribosome ID,SMS ID,tRNA ID,DNA ID,SMS Vol (uL),Water vol (uL),HasCP,Gain,Read Type,Read_new,[HEPES] (mM),[ATP] (mM),[GTP] (mM),[CTP] (mM),[UTP] (mM),[tRNA] (ug/uL),[TCEP] (mM),[Folinic acid] (mM),[Spermidine] (mM),[Amino acid mix] (mM),[DNA] (ng/uL),DNA MW (MDa),Product,[PEG4K 40%] (%),[RNAse Inhib stock] (U/mL),[RNAse Inhib] (U/mL),Date,PMix ID,[PMix stock] (mg/mL),[Ribosome stock] (uM),[tRNA stock] (ug/uL),[DNA stock] (ng/uL),PMix Vol (uL),[PMix] (mg/mL),Ribosome Vol (uL),[Ribosome] (uM),tRNA Vol (uL),DNA Vol (uL),RNase Inhib Vol (uL),Rxn Volume (uL),IsNEB,[Magnesium acetate] (mM),[Creatine phosphate] (mM),[PPK] (uM),[PolyP] (mM),[DNA] (nM),[Potassium glutamate] (mM),sigmoid_steady_state (ng/uL),sigmoid_rate (1/h),sigmoid_time_offset (h),drift_rate (ng/uL/h),drift_rate_time_offset (h),success,HEPES ID,Potassium glutamate ID,Magnesium acetate ID,ATP ID,GTP ID,CTP ID,UTP ID,Creatine phosphate ID,TCEP ID,Folinic acid ID,Spermidine ID,Amino acid mix ID
PMix-AR-898_F6,1,F6,GFP-M-Gext,Cytation5,36.9,PMix-AR-898,NEB Factor Mix,Rxn Control,AR-898,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,NEB Factor Mix,,10.0,35.0,125.0,1.2,,1.8,1.8,1.0,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,36.2696281468812,1.7528523469662274,1.7342271914998955,0.0008020378420061876,3.9924994865226733,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_F8,1,F8,GFP-M-Gext,Cytation5,23.6,PMix-AR-898,NEB Ribosome,Rxn Control,NEB Ribosome,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,13.3,35.0,125.0,1.2,1.8,1.8,2.394,1.0,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,47.61981354130418,3.786713617716322,1.1466358689710698,0.0005540580094280774,4.198678194816941,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_F8,1,F8,GFP-M-Gext,Cytation5,30.0,PMix-AR-898,NEB Ribosome,Rxn Control,NEB Ribosome,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,13.3,35.0,125.0,1.2,1.8,1.8,2.394,1.0,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,47.61981354130418,3.786713617716322,1.1466358689710698,0.0005540580094280774,4.198678194816941,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_F8,1,F8,GFP-M-Gext,Cytation5,34.7,PMix-AR-898,NEB Ribosome,Rxn Control,NEB Ribosome,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,13.3,35.0,125.0,1.2,1.8,1.8,2.394,1.0,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,47.61981354130418,3.786713617716322,1.1466358689710698,0.0005540580094280774,4.198678194816941,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_F8,1,F8,GFP-M-Gext,Cytation5,37.0,PMix-AR-898,NEB Ribosome,Rxn Control,NEB Ribosome,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,13.3,35.0,125.0,1.2,1.8,1.8,2.394,1.0,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,47.61981354130418,3.786713617716322,1.1466358689710698,0.0005540580094280774,4.198678194816941,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_F8,1,F8,GFP-M-Gext,Cytation5,37.1,PMix-AR-898,NEB Ribosome,Rxn Control,NEB Ribosome,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,13.3,35.0,125.0,1.2,1.8,1.8,2.394,1.0,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,47.61981354130418,3.786713617716322,1.1466358689710698,0.0005540580094280774,4.198678194816941,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_F8,1,F8,GFP-M-Gext,Cytation5,36.9,PMix-AR-898,NEB Ribosome,Rxn Control,NEB Ribosome,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,13.3,35.0,125.0,1.2,1.8,1.8,2.394,1.0,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,47.61981354130418,3.786713617716322,1.1466358689710698,0.0005540580094280774,4.198678194816941,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_F10,1,F10,GFP-M-Gext,Cytation5,23.6,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (12.14 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,12.14,35.0,125.0,1.2,1.8,1.8,2.1852,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,32.07288240935171,3.084092054104165,1.2224165402314815,0.0004894162469733204,4.131908740990079,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_F10,1,F10,GFP-M-Gext,Cytation5,30.0,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (12.14 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,12.14,35.0,125.0,1.2,1.8,1.8,2.1852,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,32.07288240935171,3.084092054104165,1.2224165402314815,0.0004894162469733204,4.131908740990079,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_F10,1,F10,GFP-M-Gext,Cytation5,34.7,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (12.14 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,12.14,35.0,125.0,1.2,1.8,1.8,2.1852,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,32.07288240935171,3.084092054104165,1.2224165402314815,0.0004894162469733204,4.131908740990079,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_F10,1,F10,GFP-M-Gext,Cytation5,37.0,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (12.14 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,12.14,35.0,125.0,1.2,1.8,1.8,2.1852,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,32.07288240935171,3.084092054104165,1.2224165402314815,0.0004894162469733204,4.131908740990079,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_F10,1,F10,GFP-M-Gext,Cytation5,37.1,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (12.14 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,12.14,35.0,125.0,1.2,1.8,1.8,2.1852,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,32.07288240935171,3.084092054104165,1.2224165402314815,0.0004894162469733204,4.131908740990079,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_F10,1,F10,GFP-M-Gext,Cytation5,36.9,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (12.14 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,12.14,35.0,125.0,1.2,1.8,1.8,2.1852,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,32.07288240935171,3.084092054104165,1.2224165402314815,0.0004894162469733204,4.131908740990079,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_F12,1,F12,GFP-M-Gext,Cytation5,23.6,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (10 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,10.0,35.0,125.0,1.2,1.8,1.8,1.8,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,32.791360072044746,3.178410533348955,1.2342408368896391,0.00047199669858294645,4.141578599302196,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_F12,1,F12,GFP-M-Gext,Cytation5,30.0,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (10 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,10.0,35.0,125.0,1.2,1.8,1.8,1.8,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,32.791360072044746,3.178410533348955,1.2342408368896391,0.00047199669858294645,4.141578599302196,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_F12,1,F12,GFP-M-Gext,Cytation5,34.7,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (10 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,10.0,35.0,125.0,1.2,1.8,1.8,1.8,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,32.791360072044746,3.178410533348955,1.2342408368896391,0.00047199669858294645,4.141578599302196,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_F12,1,F12,GFP-M-Gext,Cytation5,37.0,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (10 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,10.0,35.0,125.0,1.2,1.8,1.8,1.8,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,32.791360072044746,3.178410533348955,1.2342408368896391,0.00047199669858294645,4.141578599302196,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_F12,1,F12,GFP-M-Gext,Cytation5,37.1,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (10 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,10.0,35.0,125.0,1.2,1.8,1.8,1.8,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,32.791360072044746,3.178410533348955,1.2342408368896391,0.00047199669858294645,4.141578599302196,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_F12,1,F12,GFP-M-Gext,Cytation5,36.9,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (10 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,10.0,35.0,125.0,1.2,1.8,1.8,1.8,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,32.791360072044746,3.178410533348955,1.2342408368896391,0.00047199669858294645,4.141578599302196,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
Protein-Roulette_F14,1,F14,GFP-M-Gext,Cytation5,23.6,Protein-Roulette,Positive Control,Positive Control,,NEB Sol A,,AR-804,4.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,0,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,NEB Sol B,,,35.0,125.0,3.0,1.8,,1.8,,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,67.7573612669308,2.3502335615530314,1.5318932312969173,0.001269216257853084,4.045825245220355,True,,,,,,,,,,,,
Protein-Roulette_F14,1,F14,GFP-M-Gext,Cytation5,30.0,Protein-Roulette,Positive Control,Positive Control,,NEB Sol A,,AR-804,4.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,0,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,NEB Sol B,,,35.0,125.0,3.0,1.8,,1.8,,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,67.7573612669308,2.3502335615530314,1.5318932312969173,0.001269216257853084,4.045825245220355,True,,,,,,,,,,,,
Protein-Roulette_F14,1,F14,GFP-M-Gext,Cytation5,34.7,Protein-Roulette,Positive Control,Positive Control,,NEB Sol A,,AR-804,4.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,0,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,NEB Sol B,,,35.0,125.0,3.0,1.8,,1.8,,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,67.7573612669308,2.3502335615530314,1.5318932312969173,0.001269216257853084,4.045825245220355,True,,,,,,,,,,,,
Protein-Roulette_F14,1,F14,GFP-M-Gext,Cytation5,37.0,Protein-Roulette,Positive Control,Positive Control,,NEB Sol A,,AR-804,4.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,0,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,NEB Sol B,,,35.0,125.0,3.0,1.8,,1.8,,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,67.7573612669308,2.3502335615530314,1.5318932312969173,0.001269216257853084,4.045825245220355,True,,,,,,,,,,,,
Protein-Roulette_F14,1,F14,GFP-M-Gext,Cytation5,37.1,Protein-Roulette,Positive Control,Positive Control,,NEB Sol A,,AR-804,4.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,0,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,NEB Sol B,,,35.0,125.0,3.0,1.8,,1.8,,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,67.7573612669308,2.3502335615530314,1.5318932312969173,0.001269216257853084,4.045825245220355,True,,,,,,,,,,,,
Protein-Roulette_F14,1,F14,GFP-M-Gext,Cytation5,36.9,Protein-Roulette,Positive Control,Positive Control,,NEB Sol A,,AR-804,4.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,0,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,NEB Sol B,,,35.0,125.0,3.0,1.8,,1.8,,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,67.7573612669308,2.3502335615530314,1.5318932312969173,0.001269216257853084,4.045825245220355,True,,,,,,,,,,,,
PMix_(AR-931)_QC_PURE_Timecourse_B2,2,B2,GFP-M-Gext,Cytation5,24.2,PMix_(AR-931)_QC_PURE_Timecourse,AR-931 + AR-906,Sample,AR-906,AR-895,AR-901,AR-931,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,5.9,1.851,plamGFP,0,40000,2000,2026-01-05,AR-931,15.0,18.0,35.0,118.0,1.2,1.8,1.8,3.24,1.0,0.5,0.5,10.0,,8.0,20.0,0.0,0.0,3.187466234,100.0,41.77316218930266,3.9350847347766718,0.8740012512121331,0.00022136425745379834,4.210691329108019,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix_(AR-931)_QC_PURE_Timecourse_B2,2,B2,GFP-M-Gext,Cytation5,30.7,PMix_(AR-931)_QC_PURE_Timecourse,AR-931 + AR-906,Sample,AR-906,AR-895,AR-901,AR-931,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,5.9,1.851,plamGFP,0,40000,2000,2026-01-05,AR-931,15.0,18.0,35.0,118.0,1.2,1.8,1.8,3.24,1.0,0.5,0.5,10.0,,8.0,20.0,0.0,0.0,3.187466234,100.0,41.77316218930266,3.9350847347766718,0.8740012512121331,0.00022136425745379834,4.210691329108019,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix_(AR-931)_QC_PURE_Timecourse_B2,2,B2,GFP-M-Gext,Cytation5,35.4,PMix_(AR-931)_QC_PURE_Timecourse,AR-931 + AR-906,Sample,AR-906,AR-895,AR-901,AR-931,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,5.9,1.851,plamGFP,0,40000,2000,2026-01-05,AR-931,15.0,18.0,35.0,118.0,1.2,1.8,1.8,3.24,1.0,0.5,0.5,10.0,,8.0,20.0,0.0,0.0,3.187466234,100.0,41.77316218930266,3.9350847347766718,0.8740012512121331,0.00022136425745379834,4.210691329108019,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix_(AR-931)_QC_PURE_Timecourse_B2,2,B2,GFP-M-Gext,Cytation5,37.0,PMix_(AR-931)_QC_PURE_Timecourse,AR-931 + AR-906,Sample,AR-906,AR-895,AR-901,AR-931,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,5.9,1.851,plamGFP,0,40000,2000,2026-01-05,AR-931,15.0,18.0,35.0,118.0,1.2,1.8,1.8,3.24,1.0,0.5,0.5,10.0,,8.0,20.0,0.0,0.0,3.187466234,100.0,41.77316218930266,3.9350847347766718,0.8740012512121331,0.00022136425745379834,4.210691329108019,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix_(AR-931)_QC_PURE_Timecourse_B2,2,B2,GFP-M-Gext,Cytation5,37.1,PMix_(AR-931)_QC_PURE_Timecourse,AR-931 + AR-906,Sample,AR-906,AR-895,AR-901,AR-931,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,5.9,1.851,plamGFP,0,40000,2000,2026-01-05,AR-931,15.0,18.0,35.0,118.0,1.2,1.8,1.8,3.24,1.0,0.5,0.5,10.0,,8.0,20.0,0.0,0.0,3.187466234,100.0,41.77316218930266,3.9350847347766718,0.8740012512121331,0.00022136425745379834,4.210691329108019,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix_(AR-931)_QC_PURE_Timecourse_B2,2,B2,GFP-M-Gext,Cytation5,36.9,PMix_(AR-931)_QC_PURE_Timecourse,AR-931 + AR-906,Sample,AR-906,AR-895,AR-901,AR-931,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,5.9,1.851,plamGFP,0,40000,2000,2026-01-05,AR-931,15.0,18.0,35.0,118.0,1.2,1.8,1.8,3.24,1.0,0.5,0.5,10.0,,8.0,20.0,0.0,0.0,3.187466234,100.0,41.77316218930266,3.9350847347766718,0.8740012512121331,0.00022136425745379834,4.210691329108019,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix_(AR-931)_QC_PURE_Timecourse_B4,2,B4,GFP-M-Gext,Cytation5,24.2,PMix_(AR-931)_QC_PURE_Timecourse,Factor Mix + AR-906,Reaction Control,AR-906,AR-895,AR-901,AR-931,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,5.9,1.851,plamGFP,0,40000,2000,2026-01-05,AR-931,15.0,18.0,35.0,118.0,1.2,1.8,1.8,3.24,1.0,0.5,0.5,10.0,,8.0,20.0,0.0,0.0,3.187466234,100.0,22.075299653512634,3.3192066373021785,0.8428894392567162,0.00028856407777388737,4.154055706887197,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix_(AR-931)_QC_PURE_Timecourse_B4,2,B4,GFP-M-Gext,Cytation5,30.7,PMix_(AR-931)_QC_PURE_Timecourse,Factor Mix + AR-906,Reaction Control,AR-906,AR-895,AR-901,AR-931,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,5.9,1.851,plamGFP,0,40000,2000,2026-01-05,AR-931,15.0,18.0,35.0,118.0,1.2,1.8,1.8,3.24,1.0,0.5,0.5,10.0,,8.0,20.0,0.0,0.0,3.187466234,100.0,22.075299653512634,3.3192066373021785,0.8428894392567162,0.00028856407777388737,4.154055706887197,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix_(AR-931)_QC_PURE_Timecourse_B4,2,B4,GFP-M-Gext,Cytation5,35.4,PMix_(AR-931)_QC_PURE_Timecourse,Factor Mix + AR-906,Reaction Control,AR-906,AR-895,AR-901,AR-931,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,5.9,1.851,plamGFP,0,40000,2000,2026-01-05,AR-931,15.0,18.0,35.0,118.0,1.2,1.8,1.8,3.24,1.0,0.5,0.5,10.0,,8.0,20.0,0.0,0.0,3.187466234,100.0,22.075299653512634,3.3192066373021785,0.8428894392567162,0.00028856407777388737,4.154055706887197,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix_(AR-931)_QC_PURE_Timecourse_B4,2,B4,GFP-M-Gext,Cytation5,37.0,PMix_(AR-931)_QC_PURE_Timecourse,Factor Mix + AR-906,Reaction Control,AR-906,AR-895,AR-901,AR-931,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,5.9,1.851,plamGFP,0,40000,2000,2026-01-05,AR-931,15.0,18.0,35.0,118.0,1.2,1.8,1.8,3.24,1.0,0.5,0.5,10.0,,8.0,20.0,0.0,0.0,3.187466234,100.0,22.075299653512634,3.3192066373021785,0.8428894392567162,0.00028856407777388737,4.154055706887197,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix_(AR-931)_QC_PURE_Timecourse_B4,2,B4,GFP-M-Gext,Cytation5,37.1,PMix_(AR-931)_QC_PURE_Timecourse,Factor Mix + AR-906,Reaction Control,AR-906,AR-895,AR-901,AR-931,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,5.9,1.851,plamGFP,0,40000,2000,2026-01-05,AR-931,15.0,18.0,35.0,118.0,1.2,1.8,1.8,3.24,1.0,0.5,0.5,10.0,,8.0,20.0,0.0,0.0,3.187466234,100.0,22.075299653512634,3.3192066373021785,0.8428894392567162,0.00028856407777388737,4.154055706887197,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix_(AR-931)_QC_PURE_Timecourse_B4,2,B4,GFP-M-Gext,Cytation5,36.9,PMix_(AR-931)_QC_PURE_Timecourse,Factor Mix + AR-906,Reaction Control,AR-906,AR-895,AR-901,AR-931,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,5.9,1.851,plamGFP,0,40000,2000,2026-01-05,AR-931,15.0,18.0,35.0,118.0,1.2,1.8,1.8,3.24,1.0,0.5,0.5,10.0,,8.0,20.0,0.0,0.0,3.187466234,100.0,22.075299653512634,3.3192066373021785,0.8428894392567162,0.00028856407777388737,4.154055706887197,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
