ID,Well,Date,Experiment,Name,Type,PMix ID,[PMix] (mg/mL),Ribosome ID,[Ribosome] (uM),SMS ID,tRNA ID,[tRNA] (ug/uL),DNA ID,[DNA] (ng/uL),PMix Vol (uL),Rxn Volume (uL),[DNA] (nM),[Magnesium acetate] (mM),[Creatine phosphate] (mM),[Potassium glutamate] (mM),[ATP] (mM),[GTP] (mM),[Amino acid mix] (mM),[HEPES] (mM),[PPK] (uM),[PolyP] (mM),[CTP] (mM),[UTP] (mM),[TCEP] (mM),[Folinic acid] (mM),[Spermidine] (mM),[RNase Inhib] (U/mL),Reader Type,Reader Serial Number,Gain,Read Type,HEPES ID,Potassium glutamate ID,Magnesium acetate ID,ATP ID,GTP ID,CTP ID,UTP ID,Creatine phosphate ID,TCEP ID,Folinic acid ID,Spermidine ID,Amino acid mix ID,PolyP ID,PPK ID,[PEG4K 40%] (%),Product,RNase Inhib ID,Condition,success,sigmoid_steady_state,sigmoid_rate (1/h),sigmoid_time_offset (h),drift_rate (1/h),drift_rate_time_offset (h)
PMix_(AR-931)_QC_PURE_Timecourse-B8,B8,2026-01-05 00:00:00,PMix_(AR-931)_QC_PURE_Timecourse,AR-931 + AR-904,Sample,AR-931,1.8,AR-904,1.8,AR-895,AR-901,3.5,AR-931,5.9,1.2,10.0,3.0890052356020945,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,plamGFP,Unknown,MFG,True,1.0074873648915064,2.948934092096391,0.9904761253650852,0.0098294511072934,5.459863368353123
PMix_(AR-931)_QC_PURE_Timecourse-D10,D10,2026-01-05 00:00:00,PMix_(AR-931)_QC_PURE_Timecourse,Positive Control,Positive Control,NEB Sol B,1.8,NEB Sol B,1.8,NEB Sol A,NEB Sol B,3.5,AR-931,5.9,1.2,10.0,3.0890052356020945,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,0.0,plamGFP,Unknown,MFG,True,0.9908346098210647,2.186165810833639,1.2885538281049538,0.012358646477439,6.010277777777778
PMix_(AR-931)_QC_PURE_Timecourse-D2,D2,2026-01-05 00:00:00,PMix_(AR-931)_QC_PURE_Timecourse,AR-931 + AR-906,Sample,AR-931,1.8,AR-906,3.24,AR-895,AR-901,3.5,AR-931,5.9,1.2,10.0,3.0890052356020945,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,plamGFP,Unknown,MFG,True,1.004093649080909,3.979359021538797,0.8570355137742222,0.005801191022943,6.010277777777778
PMix_(AR-931)_QC_PURE_Timecourse-D6,D6,2026-01-05 00:00:00,PMix_(AR-931)_QC_PURE_Timecourse,AR-931 + AR-855,Sample,AR-931,1.8,AR-855,1.8,AR-895,AR-901,3.5,AR-931,5.9,1.2,10.0,3.0890052356020945,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,plamGFP,Unknown,MFG,True,0.9509432467845474,3.371054177632172,0.8962804985559915,0.0103757245960527,5.424879836250892
PMix_(AR-931)_QC_PURE_Timecourse-D8,D8,2026-01-05 00:00:00,PMix_(AR-931)_QC_PURE_Timecourse,AR-931 + AR-904,Sample,AR-931,1.8,AR-904,1.8,AR-895,AR-901,3.5,AR-931,5.9,1.2,10.0,3.0890052356020945,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,plamGFP,Unknown,MFG,True,1.057896687528485,2.9224662670923363,0.954064933401112,0.0122370606135973,6.010277777777778
PMix_(AR-931)_QC_PURE_Timecourse-F10,F10,2026-01-05 00:00:00,PMix_(AR-931)_QC_PURE_Timecourse,Positive Control,Positive Control,NEB Sol B,1.8,NEB Sol B,1.8,NEB Sol A,NEB Sol B,3.5,AR-931,5.9,1.2,10.0,3.0890052356020945,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,0.0,plamGFP,Unknown,MFG,True,0.916499602617335,2.1601147254915403,1.2933984155678986,0.0113250367937777,6.010277777777778
PMix_(AR-931)_QC_PURE_Timecourse-F2,F2,2026-01-05 00:00:00,PMix_(AR-931)_QC_PURE_Timecourse,AR-931 + AR-906,Sample,AR-931,1.8,AR-906,3.24,AR-895,AR-901,3.5,AR-931,5.9,1.2,10.0,3.0890052356020945,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,plamGFP,Unknown,MFG,True,1.0139981697300116,3.7794691633124504,0.8699287896001211,0.0065585995440331,6.010277777777778
PMix_(AR-931)_QC_PURE_Timecourse-F6,F6,2026-01-05 00:00:00,PMix_(AR-931)_QC_PURE_Timecourse,AR-931 + AR-855,Sample,AR-931,1.8,AR-855,1.8,AR-895,AR-901,3.5,AR-931,5.9,1.2,10.0,3.0890052356020945,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,plamGFP,Unknown,MFG,True,0.9556552669188734,3.199153454909787,0.8948431790326787,0.0096237628254589,6.010277777777778
PMix_(AR-931)_QC_PURE_Timecourse-F8,F8,2026-01-05 00:00:00,PMix_(AR-931)_QC_PURE_Timecourse,AR-931 + AR-904,Sample,AR-931,1.8,AR-904,1.8,AR-895,AR-901,3.5,AR-931,5.9,1.2,10.0,3.0890052356020945,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,plamGFP,Unknown,MFG,True,1.042433509015691,2.8839472545532985,0.9454457394308968,0.0127571727801375,6.010277777777778
PMix-MFG-128-PURE-Activity-QC-B2,B2,2026-01-27 00:00:00,PMix-MFG-128-PURE-Activity-QC,PMix AR-949 QC,Sample,AR-949,1.8,AR-904,1.8,AR-895,AR-901,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.6536158757112447,3.5904386958362413,0.8648497374134024,0.0047181876320596,5.794730570292683
PMix-MFG-128-PURE-Activity-QC-B4,B4,2026-01-27 00:00:00,PMix-MFG-128-PURE-Activity-QC,PMix AR-950 QC,Sample,AR-950,1.8,AR-904,1.8,AR-895,AR-901,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.344310790360971,5.246993030123146,0.7327350324324261,0.0009244866125155,4.249037957513162
PMix-MFG-128-PURE-Activity-QC-B8,B8,2026-01-27 00:00:00,PMix-MFG-128-PURE-Activity-QC,Positive Control,Positive Control,NEB Sol B,1.8,NEB Sol B,1.8,NEB Sol A,NEB Sol B,3.5,AR-931,5.9,1.2,10.0,3.0890052356020945,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,0.0,plamGFP,Unknown,MFG,True,0.8047758857017403,2.288153005938631,1.1734693468410649,0.0097937122433916,6.009166666666666
PMix-MFG-128-PURE-Activity-QC-D2,D2,2026-01-27 00:00:00,PMix-MFG-128-PURE-Activity-QC,PMix AR-949 QC,Sample,AR-949,1.8,AR-904,1.8,AR-895,AR-901,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.7704003174753176,3.344864306840124,0.865296067735261,0.0071925133809692,6.009166666666666
PMix-MFG-128-PURE-Activity-QC-D4,D4,2026-01-27 00:00:00,PMix-MFG-128-PURE-Activity-QC,PMix AR-950 QC,Sample,AR-950,1.8,AR-904,1.8,AR-895,AR-901,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.3768701661067756,5.461451755515534,0.7326829218139053,0.0004976490226623,4.256222913430848
PMix-MFG-128-PURE-Activity-QC-D8,D8,2026-01-27 00:00:00,PMix-MFG-128-PURE-Activity-QC,Positive Control,Positive Control,NEB Sol B,1.8,NEB Sol B,1.8,NEB Sol A,NEB Sol B,3.5,AR-931,5.9,1.2,10.0,3.0890052356020945,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,0.0,plamGFP,Unknown,MFG,True,0.7971387784472481,2.3107677259609334,1.1580454878254542,0.0098030635485218,6.009166666666666
PMix-MFG-128-PURE-Activity-QC-F2,F2,2026-01-27 00:00:00,PMix-MFG-128-PURE-Activity-QC,PMix AR-949 QC,Sample,AR-949,1.8,AR-904,1.8,AR-895,AR-901,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.7448496683783405,3.1024535577786363,0.8788094072460964,0.0085705077855385,6.009166666666666
PMix-MFG-128-PURE-Activity-QC-F4,F4,2026-01-27 00:00:00,PMix-MFG-128-PURE-Activity-QC,PMix AR-950 QC,Sample,AR-950,1.8,AR-904,1.8,AR-895,AR-901,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.4144361928057119,5.083091812429022,0.7679099000341687,0.000664829251474,4.288898686948434
PMix-MFG-128-PURE-Activity-QC-F8,F8,2026-01-27 00:00:00,PMix-MFG-128-PURE-Activity-QC,Positive Control,Positive Control,NEB Sol B,1.8,NEB Sol B,1.8,NEB Sol A,NEB Sol B,3.5,AR-931,5.9,1.2,10.0,3.0890052356020945,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,0.0,plamGFP,Unknown,MFG,True,0.7707555443058495,2.302234620500036,1.1418568788858536,0.0096352786037028,6.009166666666666
MFG-129-tRNA-PURE-Activity-QC-B10,B10,2026-01-30 00:00:00,MFG-129-tRNA-PURE-Activity-QC,AR-955 tRNA QC,Sample,AR-931,1.8,AR-904,1.8,AR-895,AR-955,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.6082620055890379,3.3429164931786515,0.7741229548605062,0.0051080424368137,4.155096591821642
MFG-129-tRNA-PURE-Activity-QC-B12,B12,2026-01-30 00:00:00,MFG-129-tRNA-PURE-Activity-QC,AR-956 tRNA QC,Sample,AR-931,1.8,AR-904,1.8,AR-895,AR-956,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.6764136250904871,3.2651523538852434,0.7553607029113719,0.0061642699827486,6.015555555555555
MFG-129-tRNA-PURE-Activity-QC-B14,B14,2026-01-30 00:00:00,MFG-129-tRNA-PURE-Activity-QC,AR-957 tRNA QC,Sample,AR-931,1.8,AR-904,1.8,AR-895,AR-957,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.7303871078752215,3.3129746756937193,0.7661163989761243,0.0066254444928464,6.015555555555555
MFG-129-tRNA-PURE-Activity-QC-B18,B18,2026-01-30 00:00:00,MFG-129-tRNA-PURE-Activity-QC,Positive Control,Positive Control,NEB Sol B,1.8,NEB Sol B,1.8,NEB Sol A,NEB Sol B,3.5,AR-931,5.9,1.2,10.0,3.0890052356020945,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,0.0,plamGFP,Unknown,MFG,True,0.7554107207761069,2.2073233317795524,1.0472818127181684,0.0102517735721498,6.015555555555555
MFG-129-tRNA-PURE-Activity-QC-D10,D10,2026-01-30 00:00:00,MFG-129-tRNA-PURE-Activity-QC,AR-955 tRNA QC,Sample,AR-931,1.8,AR-904,1.8,AR-895,AR-955,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.5814518987569068,3.29380253864892,0.7461286389068428,0.0052544498932635,6.015555555555555
MFG-129-tRNA-PURE-Activity-QC-D12,D12,2026-01-30 00:00:00,MFG-129-tRNA-PURE-Activity-QC,AR-956 tRNA QC,Sample,AR-931,1.8,AR-904,1.8,AR-895,AR-956,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.6156044428219626,3.272889103974361,0.7451980365058568,0.0059845503527167,6.015555555555555
MFG-129-tRNA-PURE-Activity-QC-D14,D14,2026-01-30 00:00:00,MFG-129-tRNA-PURE-Activity-QC,AR-957 tRNA QC,Sample,AR-931,1.8,AR-904,1.8,AR-895,AR-957,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.697119640909986,3.348459278115371,0.7456164196319145,0.0069197205576269,6.015555555555555
MFG-129-tRNA-PURE-Activity-QC-D18,D18,2026-01-30 00:00:00,MFG-129-tRNA-PURE-Activity-QC,Positive Control,Positive Control,NEB Sol B,1.8,NEB Sol B,1.8,NEB Sol A,NEB Sol B,3.5,AR-931,5.9,1.2,10.0,3.0890052356020945,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,0.0,plamGFP,Unknown,MFG,True,0.7897440934721611,2.2486267010503673,1.0215133209406726,0.0104427220098848,6.015555555555555
MFG-129-tRNA-PURE-Activity-QC-F10,F10,2026-01-30 00:00:00,MFG-129-tRNA-PURE-Activity-QC,AR-955 tRNA QC,Sample,AR-931,1.8,AR-904,1.8,AR-895,AR-955,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.5604514382877187,3.4743917406838856,0.7381044795598712,0.0045802696345941,4.179738092235055
MFG-129-tRNA-PURE-Activity-QC-F12,F12,2026-01-30 00:00:00,MFG-129-tRNA-PURE-Activity-QC,AR-956 tRNA QC,Sample,AR-931,1.8,AR-904,1.8,AR-895,AR-956,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.624902551787562,3.3978929293914084,0.7280616329458914,0.0056545813287159,6.015555555555555
MFG-129-tRNA-PURE-Activity-QC-F14,F14,2026-01-30 00:00:00,MFG-129-tRNA-PURE-Activity-QC,AR-957 tRNA QC,Sample,AR-931,1.8,AR-904,1.8,AR-895,AR-957,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.6567677734294662,3.4682163200279965,0.7190144358553969,0.0063612029709157,6.015555555555555
MFG-129-tRNA-PURE-Activity-QC-F18,F18,2026-01-30 00:00:00,MFG-129-tRNA-PURE-Activity-QC,Positive Control,Positive Control,NEB Sol B,1.8,NEB Sol B,1.8,NEB Sol A,NEB Sol B,3.5,AR-931,5.9,1.2,10.0,3.0890052356020945,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,0.0,plamGFP,Unknown,MFG,True,0.7456581785923381,2.2220924661919494,1.012149126084368,0.0095192573060834,5.495331001348169
MFG-132-Ribosome-PURE-Activity-QC-B18,B18,2026-01-30 00:00:00,MFG-132-Ribosome-PURE-Activity-QC,Positive Control,Positive Control,NEB Sol B,1.8,NEB Sol B,1.8,NEB Sol A,NEB Sol B,3.5,AR-931,5.9,1.2,10.0,3.0890052356020945,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,0.0,plamGFP,Unknown,MFG,True,0.7554107207761069,2.2073233317795524,1.0472818127181684,0.0102517735721498,6.015555555555555
MFG-132-Ribosome-PURE-Activity-QC-B2,B2,2026-01-30 00:00:00,MFG-132-Ribosome-PURE-Activity-QC,Ribosome-AR-964-QC,Sample,AR-931,1.8,AR-964,1.8,AR-895,AR-901,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.6395606475034207,3.438404098311987,0.7556552205043922,0.004535828811507,6.015555555555555
MFG-132-Ribosome-PURE-Activity-QC-B4,B4,2026-01-30 00:00:00,MFG-132-Ribosome-PURE-Activity-QC,Ribosome-AR-965-QC,Sample,AR-931,1.8,AR-965,1.8,AR-895,AR-901,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.7260710593774373,3.3460238976547427,0.7375629622106284,0.0068005667488519,6.015555555555555
MFG-132-Ribosome-PURE-Activity-QC-B6,B6,2026-01-30 00:00:00,MFG-132-Ribosome-PURE-Activity-QC,Ribosome-AR-966-QC,Sample,AR-931,1.8,AR-966,1.8,AR-895,AR-901,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.5111091848005339,4.421617626556806,0.5857827987825825,0.0035963505710899,6.015555555555555
MFG-132-Ribosome-PURE-Activity-QC-D18,D18,2026-01-30 00:00:00,MFG-132-Ribosome-PURE-Activity-QC,Positive Control,Positive Control,NEB Sol B,1.8,NEB Sol B,1.8,NEB Sol A,NEB Sol B,3.5,AR-931,5.9,1.2,10.0,3.0890052356020945,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,0.0,plamGFP,Unknown,MFG,True,0.7897440934721611,2.2486267010503673,1.0215133209406726,0.0104427220098848,6.015555555555555
MFG-132-Ribosome-PURE-Activity-QC-D2,D2,2026-01-30 00:00:00,MFG-132-Ribosome-PURE-Activity-QC,Ribosome-AR-964-QC,Sample,AR-931,1.8,AR-964,1.8,AR-895,AR-901,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.7339399929462916,3.3605049460947245,0.7362799988261419,0.0065292837454381,6.015555555555555
MFG-132-Ribosome-PURE-Activity-QC-D4,D4,2026-01-30 00:00:00,MFG-132-Ribosome-PURE-Activity-QC,Ribosome-AR-965-QC,Sample,AR-931,1.8,AR-965,1.8,AR-895,AR-901,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.7783257028975348,3.341727641234957,0.7264841538836567,0.0068307085772167,6.015555555555555
