,Time,Well,Data,Row,Column,Read,Plate,Clock Time,Sample #,Name
1895,0 days 00:50:00,F9,165,F,9,mScarlet,Plate 1,2025-10-27 18:00:09,4,T7mod
1896,0 days 00:55:00,F9,232,F,9,mScarlet,Plate 1,2025-10-27 18:05:09,4,T7mod
1897,0 days 01:00:00,F9,337,F,9,mScarlet,Plate 1,2025-10-27 18:10:09,4,T7mod
1898,0 days 01:05:00,F9,441,F,9,mScarlet,Plate 1,2025-10-27 18:15:09,4,T7mod
1899,0 days 01:10:00,F9,604,F,9,mScarlet,Plate 1,2025-10-27 18:20:09,4,T7mod
1900,0 days 01:15:00,F9,758,F,9,mScarlet,Plate 1,2025-10-27 18:25:09,4,T7mod
1901,0 days 01:20:00,F9,990,F,9,mScarlet,Plate 1,2025-10-27 18:30:09,4,T7mod
1902,0 days 01:25:00,F9,1230,F,9,mScarlet,Plate 1,2025-10-27 18:35:09,4,T7mod
1903,0 days 01:30:00,F9,1546,F,9,mScarlet,Plate 1,2025-10-27 18:40:09,4,T7mod
1904,0 days 01:35:00,F9,1839,F,9,mScarlet,Plate 1,2025-10-27 18:45:09,4,T7mod
1905,0 days 01:40:00,F9,2197,F,9,mScarlet,Plate 1,2025-10-27 18:50:09,4,T7mod
1906,0 days 01:45:00,F9,2567,F,9,mScarlet,Plate 1,2025-10-27 18:55:09,4,T7mod
1907,0 days 01:50:00,F9,3067,F,9,mScarlet,Plate 1,2025-10-27 19:00:09,4,T7mod
1908,0 days 01:55:00,F9,3405,F,9,mScarlet,Plate 1,2025-10-27 19:05:09,4,T7mod
1909,0 days 02:00:00,F9,3894,F,9,mScarlet,Plate 1,2025-10-27 19:10:09,4,T7mod
1910,0 days 02:05:00,F9,4438,F,9,mScarlet,Plate 1,2025-10-27 19:15:09,4,T7mod
1911,0 days 02:10:00,F9,5022,F,9,mScarlet,Plate 1,2025-10-27 19:20:09,4,T7mod
1912,0 days 02:15:00,F9,5550,F,9,mScarlet,Plate 1,2025-10-27 19:25:09,4,T7mod
1913,0 days 02:20:00,F9,6169,F,9,mScarlet,Plate 1,2025-10-27 19:30:09,4,T7mod
1914,0 days 02:25:00,F9,6707,F,9,mScarlet,Plate 1,2025-10-27 19:35:09,4,T7mod
1915,0 days 02:30:00,F9,7475,F,9,mScarlet,Plate 1,2025-10-27 19:40:09,4,T7mod
1916,0 days 02:35:00,F9,8126,F,9,mScarlet,Plate 1,2025-10-27 19:45:09,4,T7mod
1917,0 days 02:40:00,F9,8558,F,9,mScarlet,Plate 1,2025-10-27 19:50:09,4,T7mod
1918,0 days 02:45:00,F9,9460,F,9,mScarlet,Plate 1,2025-10-27 19:55:09,4,T7mod
1919,0 days 02:50:00,F9,10191,F,9,mScarlet,Plate 1,2025-10-27 20:00:09,4,T7mod
1920,0 days 02:55:00,F9,10736,F,9,mScarlet,Plate 1,2025-10-27 20:05:09,4,T7mod
1921,0 days 03:00:00,F9,11463,F,9,mScarlet,Plate 1,2025-10-27 20:10:09,4,T7mod
1922,0 days 03:05:00,F9,12123,F,9,mScarlet,Plate 1,2025-10-27 20:15:09,4,T7mod
1923,0 days 03:10:00,F9,13081,F,9,mScarlet,Plate 1,2025-10-27 20:20:09,4,T7mod
1924,0 days 03:15:00,F9,13729,F,9,mScarlet,Plate 1,2025-10-27 20:25:09,4,T7mod
1925,0 days 03:20:00,F9,14345,F,9,mScarlet,Plate 1,2025-10-27 20:30:09,4,T7mod
1926,0 days 03:25:00,F9,15324,F,9,mScarlet,Plate 1,2025-10-27 20:35:09,4,T7mod
1927,0 days 03:30:00,F9,15752,F,9,mScarlet,Plate 1,2025-10-27 20:40:09,4,T7mod
1928,0 days 03:35:00,F9,16566,F,9,mScarlet,Plate 1,2025-10-27 20:45:09,4,T7mod
1929,0 days 03:40:00,F9,17142,F,9,mScarlet,Plate 1,2025-10-27 20:50:09,4,T7mod
1930,0 days 03:45:00,F9,17945,F,9,mScarlet,Plate 1,2025-10-27 20:55:09,4,T7mod
1931,0 days 03:50:00,F9,18628,F,9,mScarlet,Plate 1,2025-10-27 21:00:09,4,T7mod
1932,0 days 03:55:00,F9,19166,F,9,mScarlet,Plate 1,2025-10-27 21:05:09,4,T7mod
1933,0 days 04:00:00,F9,19753,F,9,mScarlet,Plate 1,2025-10-27 21:10:09,4,T7mod
1934,0 days 04:05:00,F9,20536,F,9,mScarlet,Plate 1,2025-10-27 21:15:09,4,T7mod
1935,0 days 04:10:00,F9,21175,F,9,mScarlet,Plate 1,2025-10-27 21:20:09,4,T7mod
1936,0 days 04:15:00,F9,21678,F,9,mScarlet,Plate 1,2025-10-27 21:25:09,4,T7mod
1937,0 days 04:20:00,F9,22390,F,9,mScarlet,Plate 1,2025-10-27 21:30:09,4,T7mod
1938,0 days 04:25:00,F9,22940,F,9,mScarlet,Plate 1,2025-10-27 21:35:09,4,T7mod
1939,0 days 04:30:00,F9,23503,F,9,mScarlet,Plate 1,2025-10-27 21:40:09,4,T7mod
1940,0 days 04:35:00,F9,24215,F,9,mScarlet,Plate 1,2025-10-27 21:45:09,4,T7mod
1941,0 days 04:40:00,F9,24630,F,9,mScarlet,Plate 1,2025-10-27 21:50:09,4,T7mod
1942,0 days 04:45:00,F9,25204,F,9,mScarlet,Plate 1,2025-10-27 21:55:09,4,T7mod
1943,0 days 04:50:00,F9,25770,F,9,mScarlet,Plate 1,2025-10-27 22:00:09,4,T7mod
1944,0 days 04:55:00,F9,26192,F,9,mScarlet,Plate 1,2025-10-27 22:05:09,4,T7mod
1945,0 days 05:00:00,F9,26634,F,9,mScarlet,Plate 1,2025-10-27 22:10:09,4,T7mod
1946,0 days 05:05:00,F9,27203,F,9,mScarlet,Plate 1,2025-10-27 22:15:09,4,T7mod
1947,0 days 05:10:00,F9,27550,F,9,mScarlet,Plate 1,2025-10-27 22:20:09,4,T7mod
1948,0 days 05:15:00,F9,28089,F,9,mScarlet,Plate 1,2025-10-27 22:25:09,4,T7mod
1949,0 days 05:20:00,F9,28567,F,9,mScarlet,Plate 1,2025-10-27 22:30:09,4,T7mod
1950,0 days 05:25:00,F9,28968,F,9,mScarlet,Plate 1,2025-10-27 22:35:09,4,T7mod
1951,0 days 05:30:00,F9,28936,F,9,mScarlet,Plate 1,2025-10-27 22:40:09,4,T7mod
1952,0 days 05:35:00,F9,29762,F,9,mScarlet,Plate 1,2025-10-27 22:45:09,4,T7mod
1953,0 days 05:40:00,F9,30272,F,9,mScarlet,Plate 1,2025-10-27 22:50:09,4,T7mod
1954,0 days 05:45:00,F9,30316,F,9,mScarlet,Plate 1,2025-10-27 22:55:09,4,T7mod
1955,0 days 05:50:00,F9,30855,F,9,mScarlet,Plate 1,2025-10-27 23:00:09,4,T7mod
1956,0 days 05:55:00,F9,31070,F,9,mScarlet,Plate 1,2025-10-27 23:05:09,4,T7mod
1957,0 days 06:00:00,F9,31592,F,9,mScarlet,Plate 1,2025-10-27 23:10:09,4,T7mod
1958,0 days 06:05:00,F9,31924,F,9,mScarlet,Plate 1,2025-10-27 23:15:09,4,T7mod
1959,0 days 06:10:00,F9,32201,F,9,mScarlet,Plate 1,2025-10-27 23:20:09,4,T7mod
1960,0 days 06:15:00,F9,32472,F,9,mScarlet,Plate 1,2025-10-27 23:25:09,4,T7mod
1961,0 days 06:20:00,F9,32355,F,9,mScarlet,Plate 1,2025-10-27 23:30:09,4,T7mod
1962,0 days 06:25:00,F9,32914,F,9,mScarlet,Plate 1,2025-10-27 23:35:09,4,T7mod
1963,0 days 06:30:00,F9,33080,F,9,mScarlet,Plate 1,2025-10-27 23:40:09,4,T7mod
1964,0 days 06:35:00,F9,33675,F,9,mScarlet,Plate 1,2025-10-27 23:45:09,4,T7mod
1965,0 days 06:40:00,F9,33445,F,9,mScarlet,Plate 1,2025-10-27 23:50:09,4,T7mod
1966,0 days 06:45:00,F9,34072,F,9,mScarlet,Plate 1,2025-10-27 23:55:09,4,T7mod
1967,0 days 06:50:00,F9,34072,F,9,mScarlet,Plate 1,2025-10-28 00:00:09,4,T7mod
1968,0 days 06:55:00,F9,34328,F,9,mScarlet,Plate 1,2025-10-28 00:05:09,4,T7mod
1969,0 days 07:00:00,F9,34589,F,9,mScarlet,Plate 1,2025-10-28 00:10:09,4,T7mod
1970,0 days 07:05:00,F9,34700,F,9,mScarlet,Plate 1,2025-10-28 00:15:09,4,T7mod
1971,0 days 07:10:00,F9,34970,F,9,mScarlet,Plate 1,2025-10-28 00:20:09,4,T7mod
1972,0 days 07:15:00,F9,35227,F,9,mScarlet,Plate 1,2025-10-28 00:25:09,4,T7mod
1973,0 days 07:20:00,F9,35221,F,9,mScarlet,Plate 1,2025-10-28 00:30:09,4,T7mod
1974,0 days 07:25:00,F9,35488,F,9,mScarlet,Plate 1,2025-10-28 00:35:09,4,T7mod
1975,0 days 07:30:00,F9,35532,F,9,mScarlet,Plate 1,2025-10-28 00:40:09,4,T7mod
1976,0 days 07:35:00,F9,35865,F,9,mScarlet,Plate 1,2025-10-28 00:45:09,4,T7mod
1977,0 days 07:40:00,F9,35868,F,9,mScarlet,Plate 1,2025-10-28 00:50:09,4,T7mod
1978,0 days 07:45:00,F9,35707,F,9,mScarlet,Plate 1,2025-10-28 00:55:09,4,T7mod
1979,0 days 07:50:00,F9,35873,F,9,mScarlet,Plate 1,2025-10-28 01:00:09,4,T7mod
1980,0 days 07:55:00,F9,36184,F,9,mScarlet,Plate 1,2025-10-28 01:05:09,4,T7mod
1981,0 days 08:00:00,F9,36382,F,9,mScarlet,Plate 1,2025-10-28 01:10:09,4,T7mod
1982,0 days 08:05:00,F9,36330,F,9,mScarlet,Plate 1,2025-10-28 01:15:09,4,T7mod
1983,0 days 08:10:00,F9,36640,F,9,mScarlet,Plate 1,2025-10-28 01:20:09,4,T7mod
1984,0 days 08:15:00,F9,36672,F,9,mScarlet,Plate 1,2025-10-28 01:25:09,4,T7mod
1985,0 days 08:20:00,F9,36604,F,9,mScarlet,Plate 1,2025-10-28 01:30:09,4,T7mod
1986,0 days 08:25:00,F9,36722,F,9,mScarlet,Plate 1,2025-10-28 01:35:09,4,T7mod
1987,0 days 08:30:00,F9,36963,F,9,mScarlet,Plate 1,2025-10-28 01:40:09,4,T7mod
1988,0 days 08:35:00,F9,36723,F,9,mScarlet,Plate 1,2025-10-28 01:45:09,4,T7mod
1989,0 days 08:40:00,F9,37101,F,9,mScarlet,Plate 1,2025-10-28 01:50:09,4,T7mod
1990,0 days 08:45:00,F9,36842,F,9,mScarlet,Plate 1,2025-10-28 01:55:09,4,T7mod
1991,0 days 08:50:00,F9,37270,F,9,mScarlet,Plate 1,2025-10-28 02:00:09,4,T7mod
1992,0 days 08:55:00,F9,37235,F,9,mScarlet,Plate 1,2025-10-28 02:05:09,4,T7mod
1993,0 days 09:00:00,F9,37149,F,9,mScarlet,Plate 1,2025-10-28 02:10:09,4,T7mod
1994,0 days 09:05:00,F9,37336,F,9,mScarlet,Plate 1,2025-10-28 02:15:09,4,T7mod
1995,0 days 09:10:00,F9,37506,F,9,mScarlet,Plate 1,2025-10-28 02:20:09,4,T7mod
1996,0 days 09:15:00,F9,37477,F,9,mScarlet,Plate 1,2025-10-28 02:25:09,4,T7mod
1997,0 days 09:20:00,F9,37433,F,9,mScarlet,Plate 1,2025-10-28 02:30:09,4,T7mod
1998,0 days 09:25:00,F9,37518,F,9,mScarlet,Plate 1,2025-10-28 02:35:09,4,T7mod
1999,0 days 09:30:00,F9,37927,F,9,mScarlet,Plate 1,2025-10-28 02:40:09,4,T7mod
2000,0 days 09:35:00,F9,37605,F,9,mScarlet,Plate 1,2025-10-28 02:45:09,4,T7mod
2001,0 days 09:40:00,F9,37724,F,9,mScarlet,Plate 1,2025-10-28 02:50:09,4,T7mod
2002,0 days 09:45:00,F9,37531,F,9,mScarlet,Plate 1,2025-10-28 02:55:09,4,T7mod
2003,0 days 09:50:00,F9,37899,F,9,mScarlet,Plate 1,2025-10-28 03:00:09,4,T7mod
2004,0 days 09:55:00,F9,38169,F,9,mScarlet,Plate 1,2025-10-28 03:05:09,4,T7mod
2005,0 days 10:00:00,F9,37846,F,9,mScarlet,Plate 1,2025-10-28 03:10:09,4,T7mod
2006,0 days 10:05:00,F9,38002,F,9,mScarlet,Plate 1,2025-10-28 03:15:09,4,T7mod
2007,0 days 10:10:00,F9,38010,F,9,mScarlet,Plate 1,2025-10-28 03:20:09,4,T7mod
2008,0 days 10:15:00,F9,37781,F,9,mScarlet,Plate 1,2025-10-28 03:25:09,4,T7mod
2009,0 days 10:20:00,F9,38039,F,9,mScarlet,Plate 1,2025-10-28 03:30:09,4,T7mod
2010,0 days 10:25:00,F9,38109,F,9,mScarlet,Plate 1,2025-10-28 03:35:09,4,T7mod
2011,0 days 10:30:00,F9,38325,F,9,mScarlet,Plate 1,2025-10-28 03:40:09,4,T7mod
2012,0 days 10:35:00,F9,38195,F,9,mScarlet,Plate 1,2025-10-28 03:45:09,4,T7mod
2013,0 days 10:40:00,F9,38123,F,9,mScarlet,Plate 1,2025-10-28 03:50:09,4,T7mod
2014,0 days 10:45:00,F9,38212,F,9,mScarlet,Plate 1,2025-10-28 03:55:09,4,T7mod
2015,0 days 10:50:00,F9,38177,F,9,mScarlet,Plate 1,2025-10-28 04:00:09,4,T7mod
2016,0 days 10:55:00,F9,38106,F,9,mScarlet,Plate 1,2025-10-28 04:05:09,4,T7mod
2017,0 days 11:00:00,F9,38228,F,9,mScarlet,Plate 1,2025-10-28 04:10:09,4,T7mod
2018,0 days 11:05:00,F9,38203,F,9,mScarlet,Plate 1,2025-10-28 04:15:09,4,T7mod
2019,0 days 11:10:00,F9,38073,F,9,mScarlet,Plate 1,2025-10-28 04:20:09,4,T7mod
2020,0 days 11:15:00,F9,38500,F,9,mScarlet,Plate 1,2025-10-28 04:25:09,4,T7mod
2021,0 days 11:20:00,F9,38423,F,9,mScarlet,Plate 1,2025-10-28 04:30:09,4,T7mod
2022,0 days 11:25:00,F9,38337,F,9,mScarlet,Plate 1,2025-10-28 04:35:09,4,T7mod
2023,0 days 11:30:00,F9,38340,F,9,mScarlet,Plate 1,2025-10-28 04:40:09,4,T7mod
2024,0 days 11:35:00,F9,38330,F,9,mScarlet,Plate 1,2025-10-28 04:45:09,4,T7mod
2025,0 days 11:40:00,F9,38577,F,9,mScarlet,Plate 1,2025-10-28 04:50:09,4,T7mod
2026,0 days 11:45:00,F9,38111,F,9,mScarlet,Plate 1,2025-10-28 04:55:09,4,T7mod
2027,0 days 11:50:00,F9,38280,F,9,mScarlet,Plate 1,2025-10-28 05:00:09,4,T7mod
2028,0 days 11:55:00,F9,38270,F,9,mScarlet,Plate 1,2025-10-28 05:05:09,4,T7mod
2029,0 days 12:00:00,F9,38193,F,9,mScarlet,Plate 1,2025-10-28 05:10:09,4,T7mod
2030,0 days 00:00:00,F11,97,F,11,mScarlet,Plate 1,2025-10-27 17:10:09,5,T7hyb1
2031,0 days 00:05:00,F11,33,F,11,mScarlet,Plate 1,2025-10-27 17:15:09,5,T7hyb1
2032,0 days 00:10:00,F11,38,F,11,mScarlet,Plate 1,2025-10-27 17:20:09,5,T7hyb1
2033,0 days 00:15:00,F11,32,F,11,mScarlet,Plate 1,2025-10-27 17:25:09,5,T7hyb1
2034,0 days 00:20:00,F11,35,F,11,mScarlet,Plate 1,2025-10-27 17:30:09,5,T7hyb1
2035,0 days 00:25:00,F11,68,F,11,mScarlet,Plate 1,2025-10-27 17:35:09,5,T7hyb1
2036,0 days 00:30:00,F11,41,F,11,mScarlet,Plate 1,2025-10-27 17:40:09,5,T7hyb1
2037,0 days 00:35:00,F11,49,F,11,mScarlet,Plate 1,2025-10-27 17:45:09,5,T7hyb1
2038,0 days 00:40:00,F11,87,F,11,mScarlet,Plate 1,2025-10-27 17:50:09,5,T7hyb1
2039,0 days 00:45:00,F11,106,F,11,mScarlet,Plate 1,2025-10-27 17:55:09,5,T7hyb1
2040,0 days 00:50:00,F11,150,F,11,mScarlet,Plate 1,2025-10-27 18:00:09,5,T7hyb1
2041,0 days 00:55:00,F11,189,F,11,mScarlet,Plate 1,2025-10-27 18:05:09,5,T7hyb1
2042,0 days 01:00:00,F11,267,F,11,mScarlet,Plate 1,2025-10-27 18:10:09,5,T7hyb1
2043,0 days 01:05:00,F11,380,F,11,mScarlet,Plate 1,2025-10-27 18:15:09,5,T7hyb1
2044,0 days 01:10:00,F11,502,F,11,mScarlet,Plate 1,2025-10-27 18:20:09,5,T7hyb1
2045,0 days 01:15:00,F11,603,F,11,mScarlet,Plate 1,2025-10-27 18:25:09,5,T7hyb1
2046,0 days 01:20:00,F11,802,F,11,mScarlet,Plate 1,2025-10-27 18:30:09,5,T7hyb1
2047,0 days 01:25:00,F11,1001,F,11,mScarlet,Plate 1,2025-10-27 18:35:09,5,T7hyb1
2048,0 days 01:30:00,F11,1247,F,11,mScarlet,Plate 1,2025-10-27 18:40:09,5,T7hyb1
2049,0 days 01:35:00,F11,1520,F,11,mScarlet,Plate 1,2025-10-27 18:45:09,5,T7hyb1
2050,0 days 01:40:00,F11,1764,F,11,mScarlet,Plate 1,2025-10-27 18:50:09,5,T7hyb1
2051,0 days 01:45:00,F11,2076,F,11,mScarlet,Plate 1,2025-10-27 18:55:09,5,T7hyb1
2052,0 days 01:50:00,F11,2374,F,11,mScarlet,Plate 1,2025-10-27 19:00:09,5,T7hyb1
2053,0 days 01:55:00,F11,2754,F,11,mScarlet,Plate 1,2025-10-27 19:05:09,5,T7hyb1
2054,0 days 02:00:00,F11,3081,F,11,mScarlet,Plate 1,2025-10-27 19:10:09,5,T7hyb1
2055,0 days 02:05:00,F11,3550,F,11,mScarlet,Plate 1,2025-10-27 19:15:09,5,T7hyb1
2056,0 days 02:10:00,F11,3929,F,11,mScarlet,Plate 1,2025-10-27 19:20:09,5,T7hyb1
2057,0 days 02:15:00,F11,4297,F,11,mScarlet,Plate 1,2025-10-27 19:25:09,5,T7hyb1
2058,0 days 02:20:00,F11,4729,F,11,mScarlet,Plate 1,2025-10-27 19:30:09,5,T7hyb1
2059,0 days 02:25:00,F11,5189,F,11,mScarlet,Plate 1,2025-10-27 19:35:09,5,T7hyb1
2060,0 days 02:30:00,F11,5691,F,11,mScarlet,Plate 1,2025-10-27 19:40:09,5,T7hyb1
2061,0 days 02:35:00,F11,6208,F,11,mScarlet,Plate 1,2025-10-27 19:45:09,5,T7hyb1
2062,0 days 02:40:00,F11,6692,F,11,mScarlet,Plate 1,2025-10-27 19:50:09,5,T7hyb1
2063,0 days 02:45:00,F11,7202,F,11,mScarlet,Plate 1,2025-10-27 19:55:09,5,T7hyb1
2064,0 days 02:50:00,F11,7704,F,11,mScarlet,Plate 1,2025-10-27 20:00:09,5,T7hyb1
2065,0 days 02:55:00,F11,8328,F,11,mScarlet,Plate 1,2025-10-27 20:05:09,5,T7hyb1
2066,0 days 03:00:00,F11,8813,F,11,mScarlet,Plate 1,2025-10-27 20:10:09,5,T7hyb1
2067,0 days 03:05:00,F11,9406,F,11,mScarlet,Plate 1,2025-10-27 20:15:09,5,T7hyb1
2068,0 days 03:10:00,F11,9901,F,11,mScarlet,Plate 1,2025-10-27 20:20:09,5,T7hyb1
2069,0 days 03:15:00,F11,10451,F,11,mScarlet,Plate 1,2025-10-27 20:25:09,5,T7hyb1
2070,0 days 03:20:00,F11,10796,F,11,mScarlet,Plate 1,2025-10-27 20:30:09,5,T7hyb1
2071,0 days 03:25:00,F11,11465,F,11,mScarlet,Plate 1,2025-10-27 20:35:09,5,T7hyb1
2072,0 days 03:30:00,F11,11929,F,11,mScarlet,Plate 1,2025-10-27 20:40:09,5,T7hyb1
2073,0 days 03:35:00,F11,12607,F,11,mScarlet,Plate 1,2025-10-27 20:45:09,5,T7hyb1
2074,0 days 03:40:00,F11,13037,F,11,mScarlet,Plate 1,2025-10-27 20:50:09,5,T7hyb1
2075,0 days 03:45:00,F11,13614,F,11,mScarlet,Plate 1,2025-10-27 20:55:09,5,T7hyb1
2076,0 days 03:50:00,F11,13855,F,11,mScarlet,Plate 1,2025-10-27 21:00:09,5,T7hyb1
2077,0 days 03:55:00,F11,14567,F,11,mScarlet,Plate 1,2025-10-27 21:05:09,5,T7hyb1
2078,0 days 04:00:00,F11,14967,F,11,mScarlet,Plate 1,2025-10-27 21:10:09,5,T7hyb1
2079,0 days 04:05:00,F11,15564,F,11,mScarlet,Plate 1,2025-10-27 21:15:09,5,T7hyb1
2080,0 days 04:10:00,F11,15862,F,11,mScarlet,Plate 1,2025-10-27 21:20:09,5,T7hyb1
2081,0 days 04:15:00,F11,16404,F,11,mScarlet,Plate 1,2025-10-27 21:25:09,5,T7hyb1
2082,0 days 04:20:00,F11,16864,F,11,mScarlet,Plate 1,2025-10-27 21:30:09,5,T7hyb1
2083,0 days 04:25:00,F11,17289,F,11,mScarlet,Plate 1,2025-10-27 21:35:09,5,T7hyb1
2084,0 days 04:30:00,F11,17617,F,11,mScarlet,Plate 1,2025-10-27 21:40:09,5,T7hyb1
2085,0 days 04:35:00,F11,18197,F,11,mScarlet,Plate 1,2025-10-27 21:45:09,5,T7hyb1
2086,0 days 04:40:00,F11,18331,F,11,mScarlet,Plate 1,2025-10-27 21:50:09,5,T7hyb1
2087,0 days 04:45:00,F11,18793,F,11,mScarlet,Plate 1,2025-10-27 21:55:09,5,T7hyb1
2088,0 days 04:50:00,F11,18975,F,11,mScarlet,Plate 1,2025-10-27 22:00:09,5,T7hyb1
2089,0 days 04:55:00,F11,19596,F,11,mScarlet,Plate 1,2025-10-27 22:05:09,5,T7hyb1
2090,0 days 05:00:00,F11,19792,F,11,mScarlet,Plate 1,2025-10-27 22:10:09,5,T7hyb1
2091,0 days 05:05:00,F11,20002,F,11,mScarlet,Plate 1,2025-10-27 22:15:09,5,T7hyb1
2092,0 days 05:10:00,F11,20456,F,11,mScarlet,Plate 1,2025-10-27 22:20:09,5,T7hyb1
2093,0 days 05:15:00,F11,20639,F,11,mScarlet,Plate 1,2025-10-27 22:25:09,5,T7hyb1
2094,0 days 05:20:00,F11,21087,F,11,mScarlet,Plate 1,2025-10-27 22:30:09,5,T7hyb1
2095,0 days 05:25:00,F11,21404,F,11,mScarlet,Plate 1,2025-10-27 22:35:09,5,T7hyb1
2096,0 days 05:30:00,F11,21758,F,11,mScarlet,Plate 1,2025-10-27 22:40:09,5,T7hyb1
2097,0 days 05:35:00,F11,21750,F,11,mScarlet,Plate 1,2025-10-27 22:45:09,5,T7hyb1
2098,0 days 05:40:00,F11,22287,F,11,mScarlet,Plate 1,2025-10-27 22:50:09,5,T7hyb1
2099,0 days 05:45:00,F11,22202,F,11,mScarlet,Plate 1,2025-10-27 22:55:09,5,T7hyb1
2100,0 days 05:50:00,F11,22459,F,11,mScarlet,Plate 1,2025-10-27 23:00:09,5,T7hyb1
2101,0 days 05:55:00,F11,23063,F,11,mScarlet,Plate 1,2025-10-27 23:05:09,5,T7hyb1
2102,0 days 06:00:00,F11,23207,F,11,mScarlet,Plate 1,2025-10-27 23:10:09,5,T7hyb1
2103,0 days 06:05:00,F11,23287,F,11,mScarlet,Plate 1,2025-10-27 23:15:09,5,T7hyb1
2104,0 days 06:10:00,F11,23678,F,11,mScarlet,Plate 1,2025-10-27 23:20:09,5,T7hyb1
2105,0 days 06:15:00,F11,23892,F,11,mScarlet,Plate 1,2025-10-27 23:25:09,5,T7hyb1
2106,0 days 06:20:00,F11,23979,F,11,mScarlet,Plate 1,2025-10-27 23:30:09,5,T7hyb1
2107,0 days 06:25:00,F11,24073,F,11,mScarlet,Plate 1,2025-10-27 23:35:09,5,T7hyb1
2108,0 days 06:30:00,F11,24371,F,11,mScarlet,Plate 1,2025-10-27 23:40:09,5,T7hyb1
2109,0 days 06:35:00,F11,24538,F,11,mScarlet,Plate 1,2025-10-27 23:45:09,5,T7hyb1
2110,0 days 06:40:00,F11,24607,F,11,mScarlet,Plate 1,2025-10-27 23:50:09,5,T7hyb1
2111,0 days 06:45:00,F11,24782,F,11,mScarlet,Plate 1,2025-10-27 23:55:09,5,T7hyb1
2112,0 days 06:50:00,F11,24741,F,11,mScarlet,Plate 1,2025-10-28 00:00:09,5,T7hyb1
2113,0 days 06:55:00,F11,25245,F,11,mScarlet,Plate 1,2025-10-28 00:05:09,5,T7hyb1
2114,0 days 07:00:00,F11,25425,F,11,mScarlet,Plate 1,2025-10-28 00:10:09,5,T7hyb1
2115,0 days 07:05:00,F11,25519,F,11,mScarlet,Plate 1,2025-10-28 00:15:09,5,T7hyb1
2116,0 days 07:10:00,F11,25452,F,11,mScarlet,Plate 1,2025-10-28 00:20:09,5,T7hyb1
2117,0 days 07:15:00,F11,25535,F,11,mScarlet,Plate 1,2025-10-28 00:25:09,5,T7hyb1
2118,0 days 07:20:00,F11,25972,F,11,mScarlet,Plate 1,2025-10-28 00:30:09,5,T7hyb1
2119,0 days 07:25:00,F11,25881,F,11,mScarlet,Plate 1,2025-10-28 00:35:09,5,T7hyb1
2120,0 days 07:30:00,F11,26302,F,11,mScarlet,Plate 1,2025-10-28 00:40:09,5,T7hyb1
2121,0 days 07:35:00,F11,26157,F,11,mScarlet,Plate 1,2025-10-28 00:45:09,5,T7hyb1
2122,0 days 07:40:00,F11,26294,F,11,mScarlet,Plate 1,2025-10-28 00:50:09,5,T7hyb1
2123,0 days 07:45:00,F11,26326,F,11,mScarlet,Plate 1,2025-10-28 00:55:09,5,T7hyb1
2124,0 days 07:50:00,F11,26411,F,11,mScarlet,Plate 1,2025-10-28 01:00:09,5,T7hyb1
2125,0 days 07:55:00,F11,26468,F,11,mScarlet,Plate 1,2025-10-28 01:05:09,5,T7hyb1
2126,0 days 08:00:00,F11,26470,F,11,mScarlet,Plate 1,2025-10-28 01:10:09,5,T7hyb1
2127,0 days 08:05:00,F11,26618,F,11,mScarlet,Plate 1,2025-10-28 01:15:09,5,T7hyb1
2128,0 days 08:10:00,F11,26773,F,11,mScarlet,Plate 1,2025-10-28 01:20:09,5,T7hyb1
2129,0 days 08:15:00,F11,26893,F,11,mScarlet,Plate 1,2025-10-28 01:25:09,5,T7hyb1
2130,0 days 08:20:00,F11,26781,F,11,mScarlet,Plate 1,2025-10-28 01:30:09,5,T7hyb1
2131,0 days 08:25:00,F11,26756,F,11,mScarlet,Plate 1,2025-10-28 01:35:09,5,T7hyb1
2132,0 days 08:30:00,F11,26955,F,11,mScarlet,Plate 1,2025-10-28 01:40:09,5,T7hyb1
2133,0 days 08:35:00,F11,27062,F,11,mScarlet,Plate 1,2025-10-28 01:45:09,5,T7hyb1
2134,0 days 08:40:00,F11,27033,F,11,mScarlet,Plate 1,2025-10-28 01:50:09,5,T7hyb1
2135,0 days 08:45:00,F11,26987,F,11,mScarlet,Plate 1,2025-10-28 01:55:09,5,T7hyb1
2136,0 days 08:50:00,F11,27157,F,11,mScarlet,Plate 1,2025-10-28 02:00:09,5,T7hyb1
2137,0 days 08:55:00,F11,27129,F,11,mScarlet,Plate 1,2025-10-28 02:05:09,5,T7hyb1
2138,0 days 09:00:00,F11,27236,F,11,mScarlet,Plate 1,2025-10-28 02:10:09,5,T7hyb1
2139,0 days 09:05:00,F11,27291,F,11,mScarlet,Plate 1,2025-10-28 02:15:09,5,T7hyb1
2140,0 days 09:10:00,F11,27183,F,11,mScarlet,Plate 1,2025-10-28 02:20:09,5,T7hyb1
2141,0 days 09:15:00,F11,27526,F,11,mScarlet,Plate 1,2025-10-28 02:25:09,5,T7hyb1
2142,0 days 09:20:00,F11,27395,F,11,mScarlet,Plate 1,2025-10-28 02:30:09,5,T7hyb1
2143,0 days 09:25:00,F11,27426,F,11,mScarlet,Plate 1,2025-10-28 02:35:09,5,T7hyb1
2144,0 days 09:30:00,F11,27579,F,11,mScarlet,Plate 1,2025-10-28 02:40:09,5,T7hyb1
