ID,Well,Type,Name,[tRNA] (ug/uL),[Magnesium acetate] (mM),[Creatine phosphate] (mM),[ATP] (mM),[GTP] (mM),[PPK] (uM),[PolyP] (mM),[HEPES] (mM),[Potassium glutamate] (mM),[CTP] (mM),[UTP] (mM),[TCEP] (mM),[Folinic acid] (mM),[Spermidine] (mM),[Amino acid mix] (mM),[RNase Inhib] (U/mL),[Ribosome] (uM),[DNA] (nM),Reader Serial Number,Date,Gain,Read Type,Experiment,HEPES ID,Potassium glutamate ID,Magnesium acetate ID,ATP ID,GTP ID,CTP ID,UTP ID,Creatine phosphate ID,TCEP ID,Folinic acid ID,Spermidine ID,Amino acid mix ID,tRNA ID,RNase Inhib ID,PolyP ID,PPK ID,DNA ID,Ribosome ID,PMix ID,Rxn Volume (uL),success,sigmoid_steady_state,sigmoid_rate (1/h),sigmoid_time_offset (h),drift_rate (1/h),drift_rate_time_offset (h),SMS ID,Reader Type,Product,Condition,[PEG] (%),[AlaRS] (mg/mL),[ArgRS] (mg/mL),[AsnRS] (mg/mL),[AspRS] (mg/mL),[CysRS] (mg/mL),[GlnRS] (mg/mL),[GluRS] (mg/mL),[GlyRS] (mg/mL),[HisRS] (mg/mL),[IleRS] (mg/mL),[LeuRS] (mg/mL),[LysRS] (mg/mL),[PheRS] (mg/mL),[ProRS] (mg/mL),[SerRS] (mg/mL),[ThrRS] (mg/mL),[TrpRS] (mg/mL),[TyrRS] (mg/mL),[ValRS] (mg/mL),[MetRS] (mg/mL),[IF1] (mg/mL),[IF2] (mg/mL),[IF3] (mg/mL),[MTF] (mg/mL),[EF-G] (mg/mL),[EF-Ts] (mg/mL),[EF-Tu] (mg/mL),[RF1] (mg/mL),[RF2] (mg/mL),[RF3] (mg/mL),[RRF] (mg/mL),[CK] (mg/mL),[AK] (mg/mL),[NDK] (mg/mL),[PPiase] (mg/mL),[T7RNAP] (mg/mL)
MFG-129-tRNA-PURE-Activity-QC-B18,B18,Positive Control,Positive Control,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.089005236,1705168,1/30/2026 0:00,ext,M,MFG-129-tRNA-PURE-Activity-QC,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol B,Unknown,NEB Sol A,NEB Sol A,AR-931,NEB Sol B,NEB Sol B,10,TRUE,0.755410721,2.207323332,1.047281813,0.010251774,6.015555556,NEB Sol A,Cytation5,plamGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
MFG-129-tRNA-PURE-Activity-QC-D10,D10,Sample,AR-955 tRNA QC,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.206521739,1705168,1/30/2026 0:00,ext,M,MFG-129-tRNA-PURE-Activity-QC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AR-955,Unknown,Unknown,Unknown,AR-889,AR-904,AR-931,10,TRUE,0.581451899,3.293802539,0.746128639,0.00525445,6.015555556,AR-895,Cytation5,deGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
MFG-129-tRNA-PURE-Activity-QC-D12,D12,Sample,AR-956 tRNA QC,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.206521739,1705168,1/30/2026 0:00,ext,M,MFG-129-tRNA-PURE-Activity-QC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AR-956,Unknown,Unknown,Unknown,AR-889,AR-904,AR-931,10,TRUE,0.615604443,3.272889104,0.745198037,0.00598455,6.015555556,AR-895,Cytation5,deGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
MFG-129-tRNA-PURE-Activity-QC-D14,D14,Sample,AR-957 tRNA QC,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.206521739,1705168,1/30/2026 0:00,ext,M,MFG-129-tRNA-PURE-Activity-QC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AR-957,Unknown,Unknown,Unknown,AR-889,AR-904,AR-931,10,TRUE,0.697119641,3.348459278,0.74561642,0.006919721,6.015555556,AR-895,Cytation5,deGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
MFG-129-tRNA-PURE-Activity-QC-D18,D18,Positive Control,Positive Control,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.089005236,1705168,1/30/2026 0:00,ext,M,MFG-129-tRNA-PURE-Activity-QC,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol B,Unknown,NEB Sol A,NEB Sol A,AR-931,NEB Sol B,NEB Sol B,10,TRUE,0.789744093,2.248626701,1.021513321,0.010442722,6.015555556,NEB Sol A,Cytation5,plamGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
MFG-129-tRNA-PURE-Activity-QC-F10,F10,Sample,AR-955 tRNA QC,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.206521739,1705168,1/30/2026 0:00,ext,M,MFG-129-tRNA-PURE-Activity-QC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AR-955,Unknown,Unknown,Unknown,AR-889,AR-904,AR-931,10,TRUE,0.560451438,3.474391741,0.73810448,0.00458027,4.179738092,AR-895,Cytation5,deGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
MFG-129-tRNA-PURE-Activity-QC-F12,F12,Sample,AR-956 tRNA QC,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.206521739,1705168,1/30/2026 0:00,ext,M,MFG-129-tRNA-PURE-Activity-QC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AR-956,Unknown,Unknown,Unknown,AR-889,AR-904,AR-931,10,TRUE,0.624902552,3.397892929,0.728061633,0.005654581,6.015555556,AR-895,Cytation5,deGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
MFG-129-tRNA-PURE-Activity-QC-F14,F14,Sample,AR-957 tRNA QC,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.206521739,1705168,1/30/2026 0:00,ext,M,MFG-129-tRNA-PURE-Activity-QC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AR-957,Unknown,Unknown,Unknown,AR-889,AR-904,AR-931,10,TRUE,0.656767773,3.46821632,0.719014436,0.006361203,6.015555556,AR-895,Cytation5,deGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
MFG-129-tRNA-PURE-Activity-QC-F18,F18,Positive Control,Positive Control,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.089005236,1705168,1/30/2026 0:00,ext,M,MFG-129-tRNA-PURE-Activity-QC,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol B,Unknown,NEB Sol A,NEB Sol A,AR-931,NEB Sol B,NEB Sol B,10,TRUE,0.745658179,2.222092466,1.012149126,0.009519257,5.495331001,NEB Sol A,Cytation5,plamGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
MFG-132-Ribosome-PURE-Activity-QC-B18,B18,Positive Control,Positive Control,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.089005236,1705168,1/30/2026 0:00,ext,M,MFG-132-Ribosome-PURE-Activity-QC,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol B,Unknown,NEB Sol A,NEB Sol A,AR-931,NEB Sol B,NEB Sol B,10,TRUE,0.755410721,2.207323332,1.047281813,0.010251774,6.015555556,NEB Sol A,Cytation5,plamGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
MFG-132-Ribosome-PURE-Activity-QC-B2,B2,Sample,Ribosome-AR-964-QC,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.206521739,1705168,1/30/2026 0:00,ext,M,MFG-132-Ribosome-PURE-Activity-QC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AR-901,Unknown,Unknown,Unknown,AR-889,AR-964,AR-931,10,TRUE,0.639560648,3.438404098,0.755655221,0.004535829,6.015555556,AR-895,Cytation5,deGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
MFG-132-Ribosome-PURE-Activity-QC-B4,B4,Sample,Ribosome-AR-965-QC,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.206521739,1705168,1/30/2026 0:00,ext,M,MFG-132-Ribosome-PURE-Activity-QC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AR-901,Unknown,Unknown,Unknown,AR-889,AR-965,AR-931,10,TRUE,0.726071059,3.346023898,0.737562962,0.006800567,6.015555556,AR-895,Cytation5,deGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
MFG-132-Ribosome-PURE-Activity-QC-B6,B6,Sample,Ribosome-AR-966-QC,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.206521739,1705168,1/30/2026 0:00,ext,M,MFG-132-Ribosome-PURE-Activity-QC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AR-901,Unknown,Unknown,Unknown,AR-889,AR-966,AR-931,10,TRUE,0.511109185,4.421617627,0.585782799,0.003596351,6.015555556,AR-895,Cytation5,deGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
MFG-132-Ribosome-PURE-Activity-QC-D18,D18,Positive Control,Positive Control,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.089005236,1705168,1/30/2026 0:00,ext,M,MFG-132-Ribosome-PURE-Activity-QC,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol B,Unknown,NEB Sol A,NEB Sol A,AR-931,NEB Sol B,NEB Sol B,10,TRUE,0.789744093,2.248626701,1.021513321,0.010442722,6.015555556,NEB Sol A,Cytation5,plamGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
MFG-132-Ribosome-PURE-Activity-QC-D2,D2,Sample,Ribosome-AR-964-QC,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.206521739,1705168,1/30/2026 0:00,ext,M,MFG-132-Ribosome-PURE-Activity-QC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AR-901,Unknown,Unknown,Unknown,AR-889,AR-964,AR-931,10,TRUE,0.733939993,3.360504946,0.736279999,0.006529284,6.015555556,AR-895,Cytation5,deGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
MFG-132-Ribosome-PURE-Activity-QC-D4,D4,Sample,Ribosome-AR-965-QC,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.206521739,1705168,1/30/2026 0:00,ext,M,MFG-132-Ribosome-PURE-Activity-QC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AR-901,Unknown,Unknown,Unknown,AR-889,AR-965,AR-931,10,TRUE,0.778325703,3.341727641,0.726484154,0.006830709,6.015555556,AR-895,Cytation5,deGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
MFG-132-Ribosome-PURE-Activity-QC-D6,D6,Sample,Ribosome-AR-966-QC,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.206521739,1705168,1/30/2026 0:00,ext,M,MFG-132-Ribosome-PURE-Activity-QC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AR-901,Unknown,Unknown,Unknown,AR-889,AR-966,AR-931,10,TRUE,0.493752393,4.346037858,0.584765009,0.00363096,6.015555556,AR-895,Cytation5,deGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
MFG-132-Ribosome-PURE-Activity-QC-F18,F18,Positive Control,Positive Control,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.089005236,1705168,1/30/2026 0:00,ext,M,MFG-132-Ribosome-PURE-Activity-QC,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol B,Unknown,NEB Sol A,NEB Sol A,AR-931,NEB Sol B,NEB Sol B,10,TRUE,0.745658179,2.222092466,1.012149126,0.009519257,5.495331001,NEB Sol A,Cytation5,plamGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
MFG-132-Ribosome-PURE-Activity-QC-F2,F2,Sample,Ribosome-AR-964-QC,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.206521739,1705168,1/30/2026 0:00,ext,M,MFG-132-Ribosome-PURE-Activity-QC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AR-901,Unknown,Unknown,Unknown,AR-889,AR-964,AR-931,10,TRUE,0.755346183,3.505708033,0.735469197,0.005050967,5.54530994,AR-895,Cytation5,deGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
MFG-132-Ribosome-PURE-Activity-QC-F4,F4,Sample,Ribosome-AR-965-QC,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.206521739,1705168,1/30/2026 0:00,ext,M,MFG-132-Ribosome-PURE-Activity-QC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AR-901,Unknown,Unknown,Unknown,AR-889,AR-965,AR-931,10,TRUE,0.700036769,3.354009931,0.72299587,0.006203128,6.015555556,AR-895,Cytation5,deGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
MFG-132-Ribosome-PURE-Activity-QC-F6,F6,Sample,Ribosome-AR-966-QC,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.206521739,1705168,1/30/2026 0:00,ext,M,MFG-132-Ribosome-PURE-Activity-QC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AR-901,Unknown,Unknown,Unknown,AR-889,AR-966,AR-931,10,TRUE,0.433888214,4.200292297,0.625313678,0.002126606,4.231175693,AR-895,Cytation5,deGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
Ribosome-MFG-147-AR-1011-1012-Activity-Assay-B12,B12,Positive Control,Positive Control,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.016304348,1705168,2/25/2026 0:00,ext,M,Ribosome-MFG-147-AR-1011-1012-Activity-Assay,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol B,Unknown,NEB Sol A,NEB Sol A,SH pT7-deGFP,NEB Sol B,NEB Sol B,10,TRUE,1.40495518,2.886901847,0.972809646,0.012638108,6.011666667,NEB Sol A,Cytation5,deGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
Ribosome-MFG-147-AR-1011-1012-Activity-Assay-B6,B6,Sample,Ribosome AR-1011,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.016304348,1705168,2/25/2026 0:00,ext,M,Ribosome-MFG-147-AR-1011-1012-Activity-Assay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AR-957,Unknown,Unknown,Unknown,SH pT7-deGFP,AR-1011,AR-975,10,TRUE,1.167745185,3.783026378,0.725044727,0.010292794,5.751223107,AR-976,Cytation5,deGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
Ribosome-MFG-147-AR-1011-1012-Activity-Assay-B8,B8,Sample,Ribosome AR-1012,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.016304348,1705168,2/25/2026 0:00,ext,M,Ribosome-MFG-147-AR-1011-1012-Activity-Assay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AR-957,Unknown,Unknown,Unknown,SH pT7-deGFP,AR-1011,AR-975,10,TRUE,1.169247331,3.73371424,0.733714979,0.011047225,6.011666667,AR-976,Cytation5,deGFP,MFG,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
