ID,Note,failure,fit_param_0,fit_param_1,fit_param_2,fit_param_3,fit_param_4,DNA,PEG4K 40%,RNAse inhibitor,NEB,AlaRS,ArgRS,AsnRS,AspRS,CysRS,GlnRS,GluRS,GlyRS,HisRS,IleRS,LeuRS,LysRS,MetRS,PheRS,ProRS,SerRS,ThrRS,TrpRS,TyrRS,ValRS,IF1,IF2,IF3,EF-G,EF-Tu,EF-Ts,RF1,RF2,RF3,RRF,MTF,CK,AK,NDK,PPiase,T7RNAP,Ribosome,Magnesium acetate,Creatine phosphate,PPK,PolyP,Read_GFP-F-G35,Read_GFP-Gext,Read_GFP-M-G100,Product_plamGFP
PPK_20250611_I17_GFP-F-G35,,0.0,0.101191414,3.202564245,1.109568688,0.001264908,4.13881738,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0
PPK_20250611_K11_GFP-F-G35,,0.0,0.094275006,3.231492157,1.107278096,0.001154445,4.142018159,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,11.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0
PPK_20250611_K14_GFP-F-G35,,0.0,0.095910869,3.24222714,1.106864979,0.001181575,4.143251073,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,11.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0
PPK_20250611_K17_GFP-F-G35,,0.0,0.093992557,3.240715889,1.107154737,0.001199647,4.14300186,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,11.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0
PPK_20250611_M11_GFP-F-G35,,0.0,0.09174841,3.321115653,1.09341266,0.001125227,4.151836333,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0
PPK_20250611_M14_GFP-F-G35,,0.0,0.090670829,3.329052149,1.100211882,0.001113102,4.152743422,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0
PPK_20250611_M17_GFP-F-G35,,0.0,0.079341631,3.180376827,1.1526345,0.000972186,4.136453638,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0
PPK_20250611_A11_GFP-M-G100,,0.0,0.050835141,1.364930141,2.337787829,0.000430446,3.965040798,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,6.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
PPK_20250611_A14_GFP-M-G100,,0.0,0.054716149,1.383799113,2.260578843,0.000512998,3.965303202,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,6.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
PPK_20250611_A17_GFP-M-G100,,0.0,0.088172134,1.740514345,1.822570123,0.000932646,3.956641274,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,6.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
PPK_20250611_C11_GFP-M-G100,,0.0,0.082924074,2.609307121,1.374435817,0.000537022,4.034007479,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,7.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
PPK_20250611_C13_GFP-M-G100,,0.0,0.082796569,2.516930736,1.370576893,0.000859176,4.032159829,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,7.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
PPK_20250611_C17_GFP-M-G100,,0.0,0.084748751,2.557714308,1.356344741,0.000791829,4.031055204,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,7.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
PPK_20250611_E11_GFP-M-G100,,0.0,0.090140988,2.674747169,1.336197857,0.000908905,4.047166688,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
PPK_20250611_E14_GFP-M-G100,,0.0,0.09080574,2.639542957,1.340343927,0.001003162,4.050994655,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
PPK_20250611_E17_GFP-M-G100,,0.0,0.089344542,2.61737156,1.341818943,0.001078265,4.046990578,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
PPK_20250611_G11_GFP-M-G100,,0.0,0.07293438,2.813232675,1.28810264,0.000814367,4.071734953,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,9.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
PPK_20250611_G14_GFP-M-G100,,0.0,0.067622076,2.497633264,1.282565817,0.000986283,4.0499413,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,9.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
PPK_20250611_G17_GFP-M-G100,,0.0,0.073003277,2.80524885,1.281795086,0.000869795,4.074284623,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,9.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
PPK_20250611_I11_GFP-M-G100,,0.0,0.063589702,2.584295729,1.282524814,0.000882484,4.061625352,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
PPK_20250611_I14_GFP-M-G100,,0.0,0.056454901,2.554558736,1.289833907,0.000858611,4.057878859,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
PPK_20250611_I17_GFP-M-G100,,0.0,0.058299599,2.548609462,1.301682581,0.000882356,4.057201443,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
PPK_20250611_K11_GFP-M-G100,,0.0,0.04925615,2.940208698,1.261363204,0.000630699,4.097075195,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,11.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
PPK_20250611_K14_GFP-M-G100,,0.0,0.051164304,2.656664626,1.264810096,0.000764931,4.071278688,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,11.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
PPK_20250611_K17_GFP-M-G100,,0.0,0.054432843,2.644345845,1.261986859,0.000854442,4.069621094,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,11.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
PPK_20250611_M11_GFP-M-G100,,0.0,0.050190175,2.712156397,1.262550165,0.000590805,4.07963417,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
PPK_20250611_M14_GFP-M-G100,,0.0,0.048983311,2.721790882,1.236929156,0.000737306,4.079428382,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
PPK_20250611_M17_GFP-M-G100,,0.0,0.046096542,2.746792906,1.345731161,0.000302848,4.08415259,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
PPK_20250612_A19_GFP-F-G35,,1.0,0.00017615,0.423277343,4.833333114,-1.14e-05,3.996645511,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8.0,20.0,0.0,30.0,1.0,0.0,0.0,1.0
PPK_20250612_A21_GFP-F-G35,,1.0,0.000132537,0.344083531,3.333333073,-6.84e-06,3.99664502,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8.0,20.0,0.0,30.0,1.0,0.0,0.0,1.0
PPK_20250612_A23_GFP-F-G35,,1.0,0.000156056,0.380949681,4.833333153,-9.38e-06,3.996645125,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8.0,20.0,0.0,30.0,1.0,0.0,0.0,1.0
PPK_20250612_C19_GFP-F-G35,,1.0,0.000219146,0.438352766,5.249999791,-1.2e-05,3.996645999,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250612_C21_GFP-F-G35,,1.0,0.000194512,0.432428787,4.749999729,-1.11e-05,3.996645671,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250612_C23_GFP-F-G35,,1.0,0.000162668,0.386470113,4.166666385,-8.48e-06,3.99664515,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250612_E19_GFP-F-G35,,1.0,0.000154859,0.48484509,4.083332974,-1.1e-05,3.996645487,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250612_E21_GFP-F-G35,,1.0,0.000200967,0.438352591,4.833333075,-1.22e-05,3.996645879,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250612_E23_GFP-F-G35,,1.0,9.82e-05,0.444444824,0.499999349,-3.16e-06,3.996644947,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250612_G19_GFP-F-G35,,1.0,0.000301756,0.747659995,5.166666689,-1.77e-05,3.99665354,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250612_G21_GFP-F-G35,,1.0,0.000224374,0.755898998,3.833332188,-1.35e-05,3.996646876,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250612_G23_GFP-F-G35,,1.0,0.000378232,0.953181053,3.999998258,-1.44e-05,3.996647697,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250612_I19_GFP-F-G35,,0.0,0.012873996,1.643367853,2.249244022,0.000182066,3.962431353,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250612_I21_GFP-F-G35,,0.0,0.013795911,1.663706101,2.249184004,0.000158655,3.964084904,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
