experiment_id,Plate,Well,Read,Experiment,Name,Type,PMix ID,Ribosome ID,SMS ID,tRNA ID,DNA ID,SMS Vol (uL),Water vol (uL),Reader,HasCP,Gain,Read Type,Read_new,[HEPES] (mM),[ATP] (mM),[GTP] (mM),[CTP] (mM),[UTP] (mM),[tRNA] (ug/uL),[TCEP] (mM),[Folinic acid] (mM),[Spermidine] (mM),[Amino acid mix] (mM),[DNA] (ng/uL),DNA MW (MDa),[DNA] (nM),Product,[PEG4K 40%] (%),[RNAse Inhib stock] (U/mL),[RNAse Inhib] (U/mL),IsNEB,Date,[PMix stock] (mg/mL),[Ribosome stock] (uM),[tRNA stock] (ug/uL),[DNA stock] (ng/uL),PMix Vol (uL),[PMix] (mg/mL),Ribosome Vol (uL),[Ribosome] (uM),tRNA Vol (uL),DNA Vol (uL),RNase Inhib Vol (uL),Rxn Volume (uL),[Magnesium acetate] (mM),[Creatine phosphate] (mM),[PPK] (uM),[PolyP] (mM),[Potassium glutamate] (mM),sigmoid_steady_state (ng/uL),sigmoid_rate (1/h),sigmoid_time_offset (h),failure
PPK_20250611_M11,4,M11,GFP-F-G35,PPK_20250611,12 mM,Sample,,,,,,,,Cytation3,1.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,12.0,20.0,0.0,0.0,100.0,91.6289890007668,3.4928015178548777,1.1524280480426625,False
PPK_20250611_M14,4,M14,GFP-F-G35,PPK_20250611,12 mM,Sample,,,,,,,,Cytation3,1.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,12.0,20.0,0.0,0.0,100.0,90.57253419212273,3.4856183491012467,1.1595850008715562,False
PPK_20250611_M17,4,M17,GFP-F-G35,PPK_20250611,12 mM,Sample,,,,,,,,Cytation3,1.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,12.0,20.0,0.0,0.0,100.0,78.16551407033876,3.496822358564357,1.198804266258116,False
PPK_20250611_A11,4,A11,GFP-M-G100,PPK_20250611,6 mM,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,6.0,20.0,0.0,0.0,100.0,52.20256410289374,1.4240914684491592,2.4110992726056977,False
PPK_20250611_A14,4,A14,GFP-M-G100,PPK_20250611,6 mM,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,6.0,20.0,0.0,0.0,100.0,56.16002110743404,1.4506259116272806,2.340034794803218,False
PPK_20250611_A17,4,A17,GFP-M-G100,PPK_20250611,6 mM,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,6.0,20.0,0.0,0.0,100.0,90.34605717932168,1.8105196010666507,1.9045344534594326,False
PPK_20250611_C11,4,C11,GFP-M-G100,PPK_20250611,7 mM,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,7.0,20.0,0.0,0.0,100.0,84.58265159907135,2.6469398413897958,1.415084860616503,False
PPK_20250611_C13,4,C13,GFP-M-G100,PPK_20250611,7 mM,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,7.0,20.0,0.0,0.0,100.0,84.29146528257735,2.596487744768985,1.4328655081327455,False
PPK_20250611_C17,4,C17,GFP-M-G100,PPK_20250611,7 mM,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,7.0,20.0,0.0,0.0,100.0,86.13323858109885,2.6384190406211196,1.4101262630839146,False
PPK_20250611_E11,4,E11,GFP-M-G100,PPK_20250611,8 mM,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,8.0,20.0,0.0,0.0,100.0,91.64358040666524,2.757645721981224,1.3930273847623262,False
PPK_20250611_E14,4,E14,GFP-M-G100,PPK_20250611,8 mM,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,8.0,20.0,0.0,0.0,100.0,92.07012452780683,2.747880895464753,1.400134441236683,False
PPK_20250611_E17,4,E17,GFP-M-G100,PPK_20250611,8 mM,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,8.0,20.0,0.0,0.0,100.0,89.65677604610676,2.798222448473351,1.3958362707003906,False
PPK_20250611_G11,4,G11,GFP-M-G100,PPK_20250611,9 mM,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,9.0,20.0,0.0,0.0,100.0,74.28620294981513,2.8907658605138438,1.3516734321013577,False
PPK_20250611_G14,4,G14,GFP-M-G100,PPK_20250611,9 mM,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,9.0,20.0,0.0,0.0,100.0,68.24597093046246,2.893785137944104,1.357274777964509,False
PPK_20250611_G17,4,G17,GFP-M-G100,PPK_20250611,9 mM,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,9.0,20.0,0.0,0.0,100.0,73.80194149437413,2.9382173614310525,1.341577893633144,False
PPK_20250611_I11,4,I11,GFP-M-G100,PPK_20250611,10 mM,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,10.0,20.0,0.0,0.0,100.0,64.10426740882421,2.977396435348388,1.350104340575493,False
PPK_20250611_I14,4,I14,GFP-M-G100,PPK_20250611,10 mM,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,10.0,20.0,0.0,0.0,100.0,55.95086304124055,3.06264506830362,1.3472138714930315,False
PPK_20250611_I17,4,I17,GFP-M-G100,PPK_20250611,10 mM,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,10.0,20.0,0.0,0.0,100.0,59.16276569024475,2.877429918110484,1.3841460318343748,False
PPK_20250611_K11,4,K11,GFP-M-G100,PPK_20250611,11 mM,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,11.0,20.0,0.0,0.0,100.0,49.782932064874,3.0845337152529457,1.32391998131038,False
PPK_20250611_K14,4,K14,GFP-M-G100,PPK_20250611,11 mM,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,11.0,20.0,0.0,0.0,100.0,51.00817879177022,3.1296480361242023,1.3254863099452334,False
PPK_20250611_K17,4,K17,GFP-M-G100,PPK_20250611,11 mM,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,11.0,20.0,0.0,0.0,100.0,55.07743307721993,2.9857231206778025,1.3431906252293042,False
PPK_20250611_M11,4,M11,GFP-M-G100,PPK_20250611,12 mM,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,12.0,20.0,0.0,0.0,100.0,50.73887194428424,3.0983492823917773,1.305720830800935,False
PPK_20250611_M14,4,M14,GFP-M-G100,PPK_20250611,12 mM,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,12.0,20.0,0.0,0.0,100.0,49.48333096450702,3.1029750647886276,1.3111600790736135,False
PPK_20250611_M17,4,M17,GFP-M-G100,PPK_20250611,12 mM,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-11,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,12.0,20.0,0.0,0.0,100.0,46.45219044432364,3.0783848356606147,1.3378456167990624,False
PPK_20250612_A19,5,A19,GFP-F-G35,PPK_20250612,CP + PolyP + 8 mM Mg,Sample,,,,,,,,Cytation3,1.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,8.0,20.0,0.0,30.0,100.0,0.13603511604585317,0.4444444425337796,1.083333331499245,True
PPK_20250612_A21,5,A21,GFP-F-G35,PPK_20250612,CP + PolyP + 8 mM Mg,Sample,,,,,,,,Cytation3,1.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,8.0,20.0,0.0,30.0,100.0,0.12565183098389798,0.4539007087459234,0.6666666654127309,True
PPK_20250612_A23,5,A23,GFP-F-G35,PPK_20250612,CP + PolyP + 8 mM Mg,Sample,,,,,,,,Cytation3,1.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,8.0,20.0,0.0,30.0,100.0,0.11673332605974604,0.49612403062977567,0.4999999991127826,True
PPK_20250612_C19,5,C19,GFP-F-G35,PPK_20250612,PolyP + PPK + 8 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,8.0,0.0,2.0,30.0,100.0,0.20188536429652681,0.5423728525698462,3.249999989332283,True
PPK_20250612_C21,5,C21,GFP-F-G35,PPK_20250612,PolyP + PPK + 8 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,8.0,0.0,2.0,30.0,100.0,0.12877440625197356,0.5555555552653546,0.49999999874737844,True
PPK_20250612_C23,5,C23,GFP-F-G35,PPK_20250612,PolyP + PPK + 8 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,8.0,0.0,2.0,30.0,100.0,0.12702886884046183,0.5797101444417317,0.5833333320257312,True
PPK_20250612_E19,5,E19,GFP-F-G35,PPK_20250612,PolyP + PPK + 10 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,10.0,0.0,2.0,30.0,100.0,0.2079370403181917,0.551724096522775,4.083333319836043,True
PPK_20250612_E21,5,E21,GFP-F-G35,PPK_20250612,PolyP + PPK + 10 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,10.0,0.0,2.0,30.0,100.0,0.14246426179314697,0.4183006520853635,0.9166666650067848,True
PPK_20250612_E23,5,E23,GFP-F-G35,PPK_20250612,PolyP + PPK + 10 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,10.0,0.0,2.0,30.0,100.0,0.10661704779701685,0.44444444517379705,0.49999999973574955,True
PPK_20250612_G19,5,G19,GFP-F-G35,PPK_20250612,PolyP + PPK + 12 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,12.0,0.0,2.0,30.0,100.0,0.29184607637820426,0.7619047161269968,5.16666663822052,True
PPK_20250612_G21,5,G21,GFP-F-G35,PPK_20250612,PolyP + PPK + 12 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,12.0,0.0,2.0,30.0,100.0,0.22122384361592,0.7559055049427511,3.8333333263840546,True
PPK_20250612_G23,5,G23,GFP-F-G35,PPK_20250612,PolyP + PPK + 12 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,12.0,0.0,2.0,30.0,100.0,0.3696323865045862,0.9531914850461689,3.99999999137056,True
PPK_20250612_I19,5,I19,GFP-F-G35,PPK_20250612,PolyP + PPK + 14 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,14.0,0.0,2.0,30.0,100.0,13.013272027961575,1.680521962869811,2.342986837336553,False
PPK_20250612_I21,5,I21,GFP-F-G35,PPK_20250612,PolyP + PPK + 14 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,14.0,0.0,2.0,30.0,100.0,13.865262285523713,1.6981592450612268,2.304945182048819,False
PPK_20250612_I23,5,I23,GFP-F-G35,PPK_20250612,PolyP + PPK + 14 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,14.0,0.0,2.0,30.0,100.0,21.065954987567864,1.8175476246174513,1.938400402106047,False
PPK_20250612_A19,5,A19,GFP-M-G100,PPK_20250612,CP + PolyP + 8 mM Mg,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,8.0,20.0,0.0,30.0,100.0,0.025650139767807625,5.841269841025949,2.260555553167758,True
PPK_20250612_A21,5,A21,GFP-M-G100,PPK_20250612,CP + PolyP + 8 mM Mg,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,8.0,20.0,0.0,30.0,100.0,0.06559629263306886,5.333333333146617,3.3438888851357347,True
PPK_20250612_A23,5,A23,GFP-M-G100,PPK_20250612,CP + PolyP + 8 mM Mg,Sample,,,,,,,,Cytation3,1.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,8.0,20.0,0.0,30.0,100.0,0.024857574437105207,4.771929824321239,2.177222219684936,True
PPK_20250612_C19,5,C19,GFP-M-G100,PPK_20250612,PolyP + PPK + 8 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,8.0,0.0,2.0,30.0,100.0,0.027402590356405864,4.317460317092691,1.6772222199695146,True
PPK_20250612_C21,5,C21,GFP-M-G100,PPK_20250612,PolyP + PPK + 8 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,8.0,0.0,2.0,30.0,100.0,0.03243721972443789,3.368421052631583,1.5105555555555557,True
PPK_20250612_C23,5,C23,GFP-M-G100,PPK_20250612,PolyP + PPK + 8 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,8.0,0.0,2.0,30.0,100.0,0.03339523764685814,4.444444443434187,2.843888885898586,True
PPK_20250612_E19,5,E19,GFP-M-G100,PPK_20250612,PolyP + PPK + 10 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,10.0,0.0,2.0,30.0,100.0,0.03676185027282251,3.839999999638124,3.760555553854201,True
PPK_20250612_E21,5,E21,GFP-M-G100,PPK_20250612,PolyP + PPK + 10 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,10.0,0.0,2.0,30.0,100.0,0.03275531649491618,5.090909090784858,0.8438888873473203,True
PPK_20250612_E23,5,E23,GFP-M-G100,PPK_20250612,PolyP + PPK + 10 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,10.0,0.0,2.0,30.0,100.0,0.032631552378636054,5.759999999738059,1.3438888859326519,True
PPK_20250612_G19,5,G19,GFP-M-G100,PPK_20250612,PolyP + PPK + 12 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,12.0,0.0,2.0,30.0,100.0,0.03577383041986384,2.9090909089414385,2.260555554935167,True
PPK_20250612_G21,5,G21,GFP-M-G100,PPK_20250612,PolyP + PPK + 12 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,12.0,0.0,2.0,30.0,100.0,0.040647826640027675,3.555555555485292,2.0105555551097645,True
PPK_20250612_G23,5,G23,GFP-M-G100,PPK_20250612,PolyP + PPK + 12 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,12.0,0.0,2.0,30.0,100.0,0.06698245170764355,4.631578947312506,3.0105555546993292,True
